Start,Stop,AverageTmrca
0,1000000,7840.446348
1000000,2000000,14461.363767
2000000,3000000,14206.586825
3000000,4000000,17009.293726
4000000,5000000,19138.323891
5000000,6000000,15607.264625
6000000,7000000,13023.946862
7000000,8000000,15638.136903
8000000,9000000,15607.672667
9000000,10000000,13808.382453
10000000,11000000,14824.869299
11000000,12000000,14930.100748
12000000,13000000,18605.410782
13000000,14000000,14260.014712
14000000,15000000,16668.893688
15000000,16000000,12354.962620
16000000,17000000,13701.759462
17000000,18000000,14369.060925
18000000,19000000,4623.443795
19000000,20000000,4565.184188
20000000,21000000,6235.083037
21000000,22000000,3692.263100
22000000,23000000,5217.985256
23000000,23510001,4083.000000
