Start,Stop,AverageTmrca
0,1000000,8035.312768
1000000,2000000,18001.574754
2000000,3000000,14558.767842
3000000,4000000,17712.147002
4000000,5000000,21657.413867
5000000,6000000,17330.482856
6000000,7000000,13895.558975
7000000,8000000,18318.065071
8000000,9000000,15311.407644
9000000,10000000,16025.754627
10000000,11000000,16834.525535
11000000,12000000,13260.414426
12000000,13000000,19480.951783
13000000,14000000,12281.554782
14000000,15000000,17176.987137
15000000,16000000,12781.059160
16000000,17000000,17026.927732
17000000,18000000,8953.162499
18000000,19000000,9742.340293
19000000,20000000,5713.363463
20000000,21000000,3205.567373
21000000,22000000,4257.706609
22000000,23000000,7477.999123
23000000,23510001,3142.000000
