Start,Stop,AverageTmrca
0,1000000,7354.921409
1000000,2000000,17371.852217
2000000,3000000,13909.575649
3000000,4000000,17643.588302
4000000,5000000,18654.291068
5000000,6000000,17103.353355
6000000,7000000,14928.268307
7000000,8000000,16913.237295
8000000,9000000,15877.361149
9000000,10000000,15988.278764
10000000,11000000,16212.418634
11000000,12000000,15595.514865
12000000,13000000,20236.688107
13000000,14000000,13758.585156
14000000,15000000,15877.942509
15000000,16000000,13945.852491
16000000,17000000,13142.136835
17000000,18000000,12270.050174
18000000,19000000,8890.588665
19000000,20000000,4044.880385
20000000,21000000,5450.824745
21000000,22000000,4011.943820
22000000,23000000,3532.499219
23000000,23510001,2711.000000
