Start,Stop,AverageTmrca
0,200000,5498.000000
200000,400000,5304.230960
400000,600000,5015.861030
600000,800000,7588.619505
800000,1000000,15795.520245
1000000,1200000,15154.251475
1200000,1400000,14726.052785
1400000,1600000,14513.743840
1600000,1800000,15335.006030
1800000,2000000,12577.764705
2000000,2200000,14746.707675
2200000,2400000,12113.200895
2400000,2600000,16455.754110
2600000,2800000,15885.650875
2800000,3000000,11831.620570
3000000,3200000,14707.508615
3200000,3400000,13762.178565
3400000,3600000,17782.371515
3600000,3800000,14628.056645
3800000,4000000,24166.353290
4000000,4200000,24678.669995
4200000,4400000,21190.956095
4400000,4600000,13024.655280
4600000,4800000,18377.256115
4800000,5000000,18420.081970
5000000,5200000,13399.574675
5200000,5400000,16479.038160
5400000,5600000,20059.051805
5600000,5800000,18143.330680
5800000,6000000,9955.327805
6000000,6200000,13585.324875
6200000,6400000,15235.198985
6400000,6600000,13942.044790
6600000,6800000,8287.457040
6800000,7000000,14069.708620
7000000,7200000,21892.272630
7200000,7400000,15720.892700
7400000,7600000,13657.596210
7600000,7800000,10363.346930
7800000,8000000,16556.576045
8000000,8200000,17389.387945
8200000,8400000,13189.554075
8400000,8600000,16345.748905
8600000,8800000,15440.276640
8800000,9000000,15673.395770
9000000,9200000,11801.495345
9200000,9400000,9422.121450
9400000,9600000,15046.040450
9600000,9800000,16144.090235
9800000,10000000,16628.164785
10000000,10200000,21190.403360
10200000,10400000,11258.808705
10400000,10600000,14718.336750
10600000,10800000,13320.008030
10800000,11000000,13636.789650
11000000,11200000,14788.429070
11200000,11400000,14017.389440
11400000,11600000,17020.729000
11600000,11800000,14722.876890
11800000,12000000,14101.079340
12000000,12200000,14403.028045
12200000,12400000,24983.101875
12400000,12600000,17272.052540
12600000,12800000,18519.045865
12800000,13000000,17849.825585
13000000,13200000,16712.065735
13200000,13400000,7505.065825
13400000,13600000,14255.787850
13600000,13800000,17398.279585
13800000,14000000,15428.874565
14000000,14200000,18438.474715
14200000,14400000,16089.217380
14400000,14600000,20735.299540
14600000,14800000,15907.101425
14800000,15000000,12174.375380
15000000,15200000,10012.748195
15200000,15400000,18637.921510
15400000,15600000,15444.194365
15600000,15800000,10514.955520
15800000,16000000,7164.993510
16000000,16200000,7141.808715
16200000,16400000,10837.257895
16400000,16600000,18232.515070
16600000,16800000,18134.723420
16800000,17000000,14162.492210
17000000,17200000,20682.829520
17200000,17400000,17872.136145
17400000,17600000,9977.185875
17600000,17800000,10111.492675
17800000,18000000,13201.660410
18000000,18200000,7206.701440
18200000,18400000,3737.860050
18400000,18600000,3262.825905
18600000,18800000,3898.766000
18800000,19000000,5011.065580
19000000,19200000,4395.410600
19200000,19400000,5205.497940
19400000,19600000,5211.000000
19600000,19800000,3904.535625
19800000,20000000,4109.476775
20000000,20200000,3904.009770
20200000,20400000,7597.786170
20400000,20600000,8075.694225
20600000,20800000,6691.003300
20800000,21000000,4906.921720
21000000,21200000,3688.054250
21200000,21400000,2085.000000
21400000,21600000,3204.261250
21600000,21800000,4742.000000
21800000,22000000,4742.000000
22000000,22200000,4742.000000
22200000,22400000,7779.900820
22400000,22600000,5402.025460
22600000,22800000,4083.000000
22800000,23000000,4083.000000
23000000,23200000,4083.000000
23200000,23400000,4083.000000
23400000,23510001,4083.000000
