Start,Stop,RecRate,MutRate,AverageTmrca,NbVariants.Homogeneous,Pi.Homogeneous,NbVariants.NonHomogeneous,Pi.NonHomogeneous
1,200000,0,1.09727603333333,2411,418,0.000557111,364,0.000493667
200001,400000,0.1172750695,0.9109798,2595.48606,475,0.000635222,267,0.000351444
400001,600000,0.96751932175,0.737754,6675.043865,688,0.000970778,524,0.000753333
600001,800000,1.7004885045,0.8508741325,10206.22313,909,0.00134467,1141,0.00168556
800001,1000000,2.46277645475,0.688177383333333,13869.647935,1228,0.00195967,668,0.00101978
1000001,1200000,3.22506440525,1.35406325,15698.065555,1358,0.00221433,1633,0.00261333
1200001,1400000,2.2282263165,1.912275,19799.12678,1503,0.00245,2683,0.00445644
1400001,1600000,1.9643574105,1.21599212,22431.675115,1596,0.00265389,2085,0.00338522
1600001,1800000,2.3455013855,0.774774,15950.10544,1245,0.00201,980,0.00157967
1800001,2000000,2.96119549925,0.79282375,19141.005865,1492,0.00239767,1892,0.00312622
2000001,2200000,3.28370194,0.339206,11396.40861,1071,0.00156167,485,0.000700889
2200001,2400000,2.90255796475,1.4917505,13063.23438,1264,0.00201278,2616,0.00427033
2400001,2600000,2.87323919725,1.44596543333333,18939.00821,1262,0.00226889,1115,0.00198744
2600001,2800000,3.28370193975,1.7788195,17108.832215,1455,0.00246156,2444,0.00409978
2800001,3000000,2.492095222,1.60392955,8564.208295,941,0.00148822,1165,0.00182422
3000001,3200000,2.8146016625,0.6642307,12370.477215,1009,0.00172744,594,0.00101656
3200001,3400000,4.1632649595,0.826779133333333,17889.952895,1502,0.00265467,1464,0.00257122
3400001,3600000,3.37165824175,0.348841766666667,12318.80764,1012,0.001667,490,0.000817889
3600001,3800000,4.309858796,1.1075888,21184.87249,1593,0.00278322,1604,0.00285811
3800001,4000000,6.30353497375,3.467802,27932.964015,1973,0.00352489,6241,0.0110414
4000001,4200000,6.244897439,1.51306925,26279.377905,1752,0.00290667,1743,0.00285244
4200001,4400000,5.18942181575,0.9774381,18389.88058,1381,0.00230678,1198,0.00199978
4400001,4600000,3.37165824175,1.52780265,11480.77307,1051,0.00159744,1228,0.00197733
4600001,4800000,4.5737277015,2.415166,21203.412835,1409,0.00238967,3224,0.00540922
4800001,5000000,6.626041414,1.22802906666667,21032.18127,1766,0.00298889,3376,0.00581678
5000001,5200000,5.599884558,0.702143866666667,14468.05282,1403,0.00217533,1063,0.00165367
5200001,5400000,3.89939605325,0.7729679,18762.020565,1493,0.00261511,1082,0.00187567
5400001,5600000,2.84392042975,0.65175952,21500.323115,1535,0.00263489,1035,0.00182211
5600001,5800000,2.286863851,0.964193166666667,14872.1393,1089,0.00157678,843,0.00118322
5800001,6000000,1.84708234125,1.218380775,7772.441375,764,0.00108667,921,0.00128289
6000001,6200000,2.6093702915,0.771111725,13093.948395,1126,0.00165278,830,0.00125067
6200001,6400000,3.225064405,0.5036837,17409.059215,1238,0.002044,654,0.00106289
6400001,6600000,3.5475708455,0.90824785,18330.49371,1448,0.00231967,1492,0.00240933
6600001,6800000,3.04915180125,1.570183,14404.902895,1281,0.00210233,1698,0.00275733
6800001,7000000,4.28054002925,0.737019975,11140.415865,1197,0.00182789,972,0.00153611
7000001,7200000,4.6910027715,1.00736196666667,24455.21626,1807,0.00307722,1773,0.00306156
7200001,7400000,2.69732659325,0.6615414,19979.03882,1555,0.00255767,782,0.00124578
7400001,7600000,2.198907549,0.99054445,13001.267085,1064,0.00161267,942,0.00137722
