Pos,Div1,Div2,Div3
6410684,36880.244269,36880.244269,29860.607573
6460768,46259.970149,46259.970149,47373.068653
6510851,38584.201408,38584.201408,36583.325320
6560935,43578.003925,43578.003925,45559.534657
6611018,26419.137619,26419.137619,24510.618846
6661102,39314.904087,39314.904087,42911.482930
6711185,48770.922675,48770.922675,52052.721942
6761269,46451.606360,46451.606360,45918.941175
6811352,42185.495710,42185.495710,41141.551916
6861435,38322.277283,38322.277283,38057.159857
6911519,45813.218673,45813.218673,44268.345694
6961602,43230.432904,43230.432904,44851.412364
7011686,35642.830948,35642.830948,34933.407653
7061769,33522.627042,33522.627042,35787.018485
7111853,49001.739998,49001.739998,49313.741193
7161936,33573.873385,33573.873385,31884.615643
7212020,43402.115426,43402.115426,41771.595968
7262103,32504.133102,32504.133102,34338.071971
7312187,40895.173355,40895.173355,42789.767854
7362270,62588.205081,62588.205081,63894.984571
7412354,49130.290826,49130.290826,53096.023939
7462437,44826.642988,44826.642988,43652.993585
7512521,49651.293143,49651.293143,40353.437860
7562604,46183.933511,46183.933511,51093.989693
7612688,42049.588939,42049.588939,47682.289044
7662771,55892.770521,55892.770521,57911.898391
7712855,33050.743835,33050.743835,29196.921830
7762938,37250.627705,37250.627705,41166.658928
7813021,37001.309345,37001.309345,35668.528029
7863105,25508.801029,25508.801029,24748.225790
7913188,35300.865758,35300.865758,27542.128223
7963272,31931.022068,31931.022068,28374.287796
8013355,24324.009790,24324.009790,22912.469048
8063439,37330.993208,37330.993208,34224.687727
8113522,50265.797108,50265.797108,45935.173289
8163606,43803.176671,43803.176671,45290.108324
8213689,39102.765190,39102.765190,39171.972606
8263773,35126.504384,35126.504384,34231.408759
8313856,40808.000076,40808.000076,46220.090894
8363940,40567.769236,40567.769236,42184.613723
8414023,30886.685003,30886.685003,34308.993232
8464107,31452.615759,31452.615759,31945.063479
8514190,36255.036171,36255.036171,37889.262725
8564274,29841.765999,29841.765999,31629.742288
8614357,42514.712283,42514.712283,47715.852485
8664441,47432.291187,47432.291187,52611.963540
8714524,42276.924698,42276.924698,42894.428303
8764607,53782.600688,53782.600688,55160.708458
8814691,32825.741612,32825.741612,29236.815034
8864774,38704.346380,38704.346380,36418.095528
8914858,30746.257778,30746.257778,26077.325759
8964941,42312.464451,42312.464451,35632.388455
9015025,33865.081640,33865.081640,37066.725579
9065108,40403.335599,40403.335599,41147.035010
9115192,33043.298647,33043.298647,30895.553955
9165275,33998.150653,33998.150653,32155.166322
9215359,46675.395239,46675.395239,44278.960441
9265442,46168.363501,46168.363501,48105.615905
9315526,39012.657850,39012.657850,41317.819684
9365609,29723.639946,29723.639946,37282.750756
9415693,24161.401361,24161.401361,25480.518714
9465776,28072.239074,28072.239074,31731.090585
9515860,25882.601381,25882.601381,27254.744915
9565943,33118.161371,33118.161371,38222.244301
9616027,22049.866995,22049.866995,22914.501636
9666110,31409.331182,31409.331182,34607.582955
9716193,29484.363488,29484.363488,29324.823084
9766277,47659.729861,47659.729861,51209.515734
9816360,21522.929771,21522.929771,22905.469161
9866444,22923.865066,22923.865066,22230.174856
9916527,21579.774430,21579.774430,23833.244435
9966611,20879.860027,20879.860027,14309.644089
10016694,18284.014889,18284.014889,15755.600000
10066778,18658.238687,18658.238687,15755.600000
10116861,19486.640810,19486.640810,20399.493195
10166945,17686.154752,17686.154752,25765.143396
10217028,17507.905734,17507.905734,25435.970617
10267112,25516.998131,25516.998131,35027.046255
10317195,21714.749427,21714.749427,28964.429019
10367279,24914.677545,24914.677545,30130.287054
10417362,29872.499039,29872.499039,34929.477021
10467446,16400.635218,16400.635218,18387.821090
10517529,15044.147363,15044.147363,16484.622222
10567613,19046.032358,19046.032358,22932.483245
10617696,33769.383612,33769.383612,37122.974238
10667779,42853.485751,42853.485751,48025.152138
10717863,38434.168162,38434.168162,40775.965874
10767946,40175.980362,40175.980362,44582.115260
10818030,16402.681276,16402.681276,17118.691457
10868113,10880.158504,10880.158504,9985.537089
10918197,11234.235117,11234.235117,9981.466667
10968280,13495.872412,13495.872412,10807.151802
11018364,16155.342219,16155.342219,11152.238853
11068447,17953.622909,17953.622909,10614.413490
11118531,19741.540444,19741.540444,7961.688889
11168614,24352.255949,24352.255949,17277.517880
11218698,28026.820020,28026.820020,24984.303505
11268781,29642.705576,29642.705576,27035.024298
11318865,29087.008005,29087.008005,26525.223669
11368948,29613.567722,29613.567722,23871.958971
11419032,28244.318227,28244.318227,23149.208650
11469115,29334.294387,29334.294387,28026.460671
11519199,29328.984841,29328.984841,28250.569597
11569282,23959.208401,23959.208401,25768.702898
11619365,22114.236744,22114.236744,22219.276336
11669449,22180.969623,22180.969623,19122.266667
11719532,21236.989510,21236.989510,19064.947792
11769616,22029.707238,22029.707238,18682.463126
11819699,20485.286272,20485.286272,15939.244444
11869783,33528.712573,33528.712573,19439.411326
11919866,44219.670756,44219.670756,14058.219306
11969950,28942.554283,28942.554283,18580.519200
12020033,29624.393403,29624.393403,29752.853501
12070117,26654.252483,26654.252483,27235.330697
12120200,23446.099746,23446.099746,24905.056125
12170284,25934.746255,25934.746255,26426.484781
12220367,26582.380565,26582.380565,27903.450632
12270451,27969.759869,27969.759869,29042.537980
12320534,24788.275726,24788.275726,23540.711078
12370618,24137.155611,24137.155611,19953.302522
12420701,24817.146313,24817.146313,20128.083248
12470785,24610.652945,24610.652945,19504.290825
12520868,26702.163813,26702.163813,25676.976283
12570952,25398.864217,25398.864217,24923.349418
12621035,26065.551728,26065.551728,26384.834810
12671118,27954.269044,27954.269044,28572.259339
12721202,29111.595148,29111.595148,28977.275778
12771285,32601.220710,32601.220710,32956.490508
12821369,33286.903699,33286.903699,33777.459745
12871452,33124.423566,33124.423566,33425.172746
12921536,31696.660997,31696.660997,32274.322366
12971619,24315.729078,24315.729078,25704.177534
13021703,16989.377030,16989.377030,17511.415018
13071786,18153.509096,18153.509096,18338.896379
13121870,17279.548607,17279.548607,17186.142232
13171953,22582.033470,22582.033470,20234.423430
13222037,27663.637634,27663.637634,22544.163005
13272120,29305.492347,29305.492347,25930.336493
13322204,24485.971345,24485.971345,17409.070157
13372287,25750.908425,25750.908425,15070.135527
13422371,15821.746708,15821.746708,12800.595654
13472454,23360.866848,23360.866848,22600.336625
13522538,24244.708776,24244.708776,25192.062281
13572621,21253.001063,21253.001063,18906.212007
13622704,21537.054122,21537.054122,15208.444444
13672788,22473.574925,22473.574925,17979.894672
13722871,23761.216650,23761.216650,17493.259018
13772955,24724.300664,24724.300664,16198.216221
13823038,24343.458818,24343.458818,22889.917793
13873122,16713.218614,16713.218614,16903.565992
13923205,14221.256032,14221.256032,13232.133333
13973289,13868.919965,13868.919965,13232.133333
14023372,13670.125527,13670.125527,13263.335097
14073456,13536.650474,13536.650474,12953.340384
14123539,13741.591725,13741.591725,9837.720562
14173623,15312.426008,15312.426008,11993.345677
14223706,14891.924125,14891.924125,12963.875215
14273790,19790.131166,19790.131166,12533.822222
14323873,18307.567495,18307.567495,14759.557666
14373957,18511.579675,18511.579675,14474.665920
14424040,22101.081467,22101.081467,13796.743709
14474124,32683.288936,32683.288936,29616.595176
14524207,26412.315229,26412.315229,34849.378638
14574290,25596.079729,25596.079729,31985.865071
14624374,26359.765497,26359.765497,33223.312719
14674457,24557.347226,24557.347226,29331.861674
14724541,21807.816335,21807.816335,26524.651993
14774624,19698.752332,19698.752332,23316.488888
14824708,16345.378920,16345.378920,12424.495732
14874791,16953.730526,16953.730526,12436.121453
14924875,16583.656582,16583.656582,12751.532668
14974958,25973.659205,25973.659205,24676.358292
15025042,41914.143322,41914.143322,45270.656831
15075125,36721.929683,36721.929683,36662.155372
15125209,36945.052795,36945.052795,35452.852657
15175292,37734.871510,37734.871510,36719.934283
15225376,45756.212653,45756.212653,44479.881986
15275459,61184.570490,61184.570490,63076.219054
15325543,33818.487537,33818.487537,34126.202400
15375626,42183.765165,42183.765165,41373.508082
15425710,40161.065861,40161.065861,31012.713239
15475793,32041.892279,32041.892279,33276.929091
15525876,45041.997232,45041.997232,43302.300801
15575960,36172.811095,36172.811095,41089.155214
15626043,34874.037211,34874.037211,39934.062788
15676127,49712.578730,49712.578730,57581.150326
15726210,41142.070669,41142.070669,45448.969359
15776294,32525.694232,32525.694232,36948.386936
15826377,36679.043787,36679.043787,38290.278986
15876461,41067.642502,41067.642502,39212.216928
15926544,33575.659176,33575.659176,29956.271418
15976628,42491.588046,42491.588046,43273.913463
16026711,34345.319845,34345.319845,29337.067086
16076795,36519.272785,36519.272785,43904.205645
16126878,42716.793325,42716.793325,44241.246565
16176962,37252.995628,37252.995628,38675.795379
16227045,41601.794037,41601.794037,40891.174002
16277129,34496.436700,34496.436700,33346.771455
16327212,34203.239252,34203.239252,35477.615851
16377296,46517.490234,46517.490234,45992.811659
16427379,50073.458607,50073.458607,49258.472215
16477462,30630.944042,30630.944042,29337.918700
16527546,38271.438638,38271.438638,37168.219287
16577629,41565.264297,41565.264297,42879.250156
16627713,34306.569683,34306.569683,30139.610005
16677796,52135.990676,52135.990676,54061.130742
16727880,41480.038548,41480.038548,44117.202749
16777963,33542.886382,33542.886382,39279.422766
16828047,35362.738388,35362.738388,36509.768882
16878130,37465.757675,37465.757675,37348.426218
16928214,22149.349711,22149.349711,20489.101509
16978297,46636.139297,46636.139297,47739.234320
17028381,42855.522063,42855.522063,48754.157027
17078464,35318.041835,35318.041835,37693.861889
17128548,40912.755938,40912.755938,38137.684665
17178631,47060.441480,47060.441480,46986.683919
17228715,38885.816784,38885.816784,32022.881463
17278798,30257.607091,30257.607091,33283.582390
17328882,26169.350390,26169.350390,28193.377398
17378965,39620.429748,39620.429748,42888.442514
17429048,38533.999185,38533.999185,39463.980387
17479132,42162.343972,42162.343972,41028.940863
17529215,29879.163268,29879.163268,33489.659058
17579299,44119.111668,44119.111668,44830.559155
17629382,51412.264013,51412.264013,48113.541723
17679466,33844.764031,33844.764031,32509.436716
17729549,28696.902501,28696.902501,30613.149662
17779633,35351.526131,35351.526131,35852.665924
17829716,36912.252902,36912.252902,31422.160622
17879800,43167.064567,43167.064567,48630.207409
17929883,39759.397079,39759.397079,37120.783186
17979967,34189.753219,34189.753219,34631.286596
18030050,34109.637956,34109.637956,37540.066337
18080134,29057.079031,29057.079031,23521.965635
18130217,45570.810781,45570.810781,43354.059255
18180301,40575.997538,40575.997538,44672.829360
18230384,47006.986605,47006.986605,44446.059138
18280468,34972.973267,34972.973267,28940.658562
18330551,38284.510052,38284.510052,39442.689214
18380635,51013.114918,51013.114918,48003.063637
18430718,43808.336131,43808.336131,41775.134071
18480801,28043.610835,28043.610835,25461.742626
18530885,30623.933907,30623.933907,28001.091298
18580968,43443.271936,43443.271936,33504.781334
18631052,24490.520691,24490.520691,21741.590294
18681135,39009.025673,39009.025673,45884.639242
18731219,45588.886828,45588.886828,41590.051529
18781302,31286.830192,31286.830192,31618.970562
18831386,42075.818019,42075.818019,42834.314284
18881469,45126.985891,45126.985891,35917.097325
18931553,38090.519554,38090.519554,35625.618063
18981636,44132.171067,44132.171067,43456.476055
19031720,42296.496210,42296.496210,39687.844105
19081803,49205.355053,49205.355053,49682.952852
19131887,35269.955477,35269.955477,35103.481506
19181970,30882.676926,30882.676926,31271.663239
19232054,29393.819168,29393.819168,28874.251602
19282137,44357.490024,44357.490024,42487.276061
19332221,39576.012408,39576.012408,46423.594222
19382304,35448.987699,35448.987699,37177.317336
19432387,42630.964002,42630.964002,46470.670965
19482471,33508.762795,33508.762795,37965.080869
19532554,29382.398639,29382.398639,28430.814576
19582638,34340.565655,34340.565655,36465.710464
19632721,30501.289785,30501.289785,28029.781610
19682805,55458.687538,55458.687538,55365.620190
19732888,37333.310237,37333.310237,36560.101629
19782972,42914.825591,42914.825591,42067.113464
19833055,30215.673277,30215.673277,30645.383184
19883139,32718.537250,32718.537250,32031.031795
19933222,43015.502403,43015.502403,43976.963861
19983306,48027.510286,48027.510286,53018.288225
20033389,42149.905397,42149.905397,51706.364182
20083473,16676.709353,16676.709353,17914.388303
20133556,23665.866769,23665.866769,24010.029838
20183640,26351.249332,26351.249332,27949.590010
20233723,18220.284336,18220.284336,18589.521532
20283807,15987.048638,15987.048638,15811.279908
20333890,15633.489904,15633.489904,17200.473200
20383973,14281.440323,14281.440323,15908.447471
20434057,15328.256332,15328.256332,16297.777909
20484140,21523.331927,21523.331927,24867.931579
20534224,16499.923757,16499.923757,18604.131470
20584307,20351.850247,20351.850247,22403.087836
20634391,22574.612462,22574.612462,27157.650955
20684474,19843.491724,19843.491724,26296.221928
20734558,17143.779599,17143.779599,22756.030064
20784641,21300.563203,21300.563203,23668.000000
20834725,12768.575506,12768.575506,13691.957803
20884808,11523.925269,11523.925269,14964.930716
20934892,17507.643312,17507.643312,22103.132945
20984975,23216.819254,23216.819254,26014.337947
21035059,32162.797998,32162.797998,33474.447809
21085142,27052.099098,27052.099098,31707.227399
21135226,21501.529219,21501.529219,27294.784944
21185309,20949.199270,20949.199270,23820.911130
21235393,25710.675795,25710.675795,27965.218790
21285476,29268.534122,29268.534122,39793.967085
21335559,25038.929407,25038.929407,42514.678637
21385643,33106.327041,33106.327041,49302.222708
21435726,49861.444954,49861.444954,54292.673974
21485810,39283.018384,39283.018384,43569.684591
21535893,32676.482449,32676.482449,34326.436349
21585977,32111.552473,32111.552473,32610.013931
21636060,24767.239474,24767.239474,32245.222221
21686144,28840.598939,28840.598939,36164.599383
21736227,24121.587416,24121.587416,27100.376858
21786311,26886.816372,26886.816372,28248.519498
21836394,38288.279678,38288.279678,39718.176411
21886478,39563.378636,39563.378636,42679.314042
21936561,66068.772792,66068.772792,74643.645412
21986645,34279.692183,34279.692183,35648.907838
22036728,25463.659360,25463.659360,31137.937334
22086812,22024.572037,22024.572037,22477.990820
22136895,21574.148055,21574.148055,19430.800000
22186979,18512.967470,18512.967470,19604.969977
22237062,17960.262722,17960.262722,18475.989187
22287145,17911.617895,17911.617895,18728.146324
22337229,17306.193951,17306.193951,19573.684908
22387312,20643.050217,20643.050217,26059.464498
22437396,20647.780366,20647.780366,27397.786465
22487479,43149.972367,43149.972367,47101.775709
22537563,61637.251918,61637.251918,61699.176121
22587646,54906.007198,54906.007198,58729.801916
22637730,38924.491258,38924.491258,49370.107195
22687813,23143.107599,23143.107599,27624.083372
22737897,41183.885843,41183.885843,51764.271748
22787980,36849.121410,36849.121410,44361.344868
22838064,22501.740468,22501.740468,28228.436812
22888147,19509.669658,19509.669658,23280.839429
22938231,55515.551470,55515.551470,60216.098688
22988314,41590.881451,41590.881451,46766.215608
23038398,26148.601433,26148.601433,28666.859451
23088481,30218.472451,30218.472451,31943.719833
23138565,15908.501351,15908.501351,16639.422222
23188648,19124.624535,19124.624535,20701.355547
23238731,19659.159256,19659.159256,20063.841753
23288815,32757.168167,32757.168167,43662.297325
23338898,32081.923102,32081.923102,40864.121341
23388982,35542.308206,35542.308206,35444.020204
23439065,27147.227923,27147.227923,28365.221862
23489149,23208.829424,23208.829424,26062.755607
23539232,29486.954578,29486.954578,35057.995659
23589316,26805.476013,26805.476013,29538.478336
23639399,28638.610312,28638.610312,30561.190712
23689483,25942.145593,25942.145593,25130.745135
23739566,27648.981405,27648.981405,30732.559931
23789650,23989.197288,23989.197288,26198.258317
23839733,24509.919164,24509.919164,28422.963792
23889817,41806.971100,41806.971100,50004.113591
23939900,42360.926925,42360.926925,48079.479617
23989984,50473.922619,50473.922619,55208.460414
24040067,34068.295326,34068.295326,35018.978423
24090151,25331.803881,25331.803881,26414.794010
24140234,31363.263198,31363.263198,31524.232116
24190318,33098.252029,33098.252029,33622.143493
24240401,25493.385746,25493.385746,23661.842219
24290484,29476.049214,29476.049214,27491.077686
24340568,57766.011970,57766.011970,55335.757989
24390651,43438.411878,43438.411878,41500.091227
24440735,50245.221234,50245.221234,53467.680750
24490818,44563.846352,44563.846352,47754.481580
24540902,43886.798822,43886.798822,46036.939409
24590985,81670.971822,81670.971822,85468.831026
24641069,45531.740337,45531.740337,36593.853856
24691152,48727.586303,48727.586303,38269.947859
24741236,46160.385356,46160.385356,47754.667623
24791319,63346.892086,63346.892086,67362.644435
24841403,52428.925944,52428.925944,57551.232843
24891486,21870.006884,21870.006884,22782.276999
24941570,33646.831503,33646.831503,42902.131814
24991653,45166.845900,45166.845900,43264.346058
25041737,42812.205046,42812.205046,43044.583581
25091820,28778.435759,28778.435759,26456.620604
25141904,33739.177168,33739.177168,32554.665951
25191987,37425.978518,37425.978518,35744.335698
25242070,36840.518939,36840.518939,38171.105735
25292154,50253.079270,50253.079270,48693.930453
25342237,38836.565100,38836.565100,29953.670949
25392321,45104.586185,45104.586185,49338.990629
25442404,43269.152765,43269.152765,46838.325502
25492488,32151.175542,32151.175542,34801.929891
25542571,37888.430489,37888.430489,37195.795803
25592655,37492.681375,37492.681375,36613.048437
25642738,39926.877864,39926.877864,43330.368190
25692822,39581.440666,39581.440666,38530.651354
25742905,38243.045690,38243.045690,39766.046420
25792989,41794.315197,41794.315197,42071.082321
25843072,37836.415040,37836.415040,37265.677086
25893156,40222.217790,40222.217790,44326.529251
25943239,46323.408808,46323.408808,53665.085360
25993323,44365.237541,44365.237541,43890.929928
26043406,29602.323885,29602.323885,21479.994995
26093490,29545.174473,29545.174473,28076.929893
26143573,41417.904228,41417.904228,43226.776414
26193656,32316.122286,32316.122286,35373.821969
26243740,48620.510814,48620.510814,52729.965297
26293823,39223.405052,39223.405052,35849.116863
26343907,36296.688693,36296.688693,35582.187717
26393990,39744.718660,39744.718660,31007.324882
26444074,29877.832982,29877.832982,33909.847879
26494157,38774.163215,38774.163215,45134.572857
26544241,44758.493802,44758.493802,43871.902620
26594324,39702.978281,39702.978281,39136.208460
26644408,36402.618275,36402.618275,26300.199558
26694491,31373.983673,31373.983673,30954.967336
26744575,45629.763178,45629.763178,37016.269455
26794658,49027.163801,49027.163801,52010.388597
26844742,41614.468180,41614.468180,41663.735288
26894825,26716.064598,26716.064598,25531.249608
26944909,30178.918923,30178.918923,30739.765651
26994992,28652.793915,28652.793915,31269.374509
27045076,30709.794793,30709.794793,30360.300176
27095159,37909.948890,37909.948890,36310.884086
27145242,25610.936043,25610.936043,25101.547427
27195326,35728.090690,35728.090690,32485.835731
27245409,48856.297509,48856.297509,44203.178779
27295493,37828.905032,37828.905032,33017.648355
27345576,33560.719515,33560.719515,26573.770442
27395660,25631.355625,25631.355625,20294.711242
27445743,46776.016802,46776.016802,43507.307925
27495827,39082.678996,39082.678996,41853.703463
27545910,42314.578084,42314.578084,41917.379457
27595994,42979.977745,42979.977745,38783.566199
27646077,38787.035002,38787.035002,40704.919344
27696161,50413.773451,50413.773451,42611.916295
27746244,48141.430016,48141.430016,53896.772394
27796328,48008.292276,48008.292276,50827.697259
27846411,53564.095889,53564.095889,49061.316418
27896495,49680.798076,49680.798076,57009.829973
27946578,39912.262377,39912.262377,34184.131610
27996662,50791.526724,50791.526724,51281.862537
28046745,39196.992521,39196.992521,41702.823835
28096828,25669.906381,25669.906381,26011.389286
28146912,33213.287248,33213.287248,39407.172907
28196995,31875.029314,31875.029314,28363.657046
28247079,41623.631272,41623.631272,32090.407677
28297162,24613.397063,24613.397063,20902.795517
28347246,36671.876683,36671.876683,32216.324155
28397329,38208.262767,38208.262767,38667.982944
28447413,31234.352643,31234.352643,32837.603591
28497496,23116.455110,23116.455110,20014.366649
28547580,33170.903157,33170.903157,32512.994190
28597663,32681.072749,32681.072749,39559.935367
28647747,39511.999300,39511.999300,45555.412834
28697830,36250.794747,36250.794747,35082.367142
28747914,41514.571135,41514.571135,41864.696182
28797997,42314.798072,42314.798072,41293.591459
28848081,51864.317531,51864.317531,46722.878875
28898164,32716.932228,32716.932228,35171.584169
28948248,36189.296716,36189.296716,37982.413783
28998331,37880.108373,37880.108373,39289.737004
29048414,44544.729302,44544.729302,46965.457703
29098498,33121.718805,33121.718805,34189.610027
29148581,39937.971283,39937.971283,38902.369857
29198665,34820.842277,34820.842277,32979.862385
29248748,33907.639141,33907.639141,31936.877243
29298832,48793.111395,48793.111395,58022.350990
29348915,37230.809585,37230.809585,40458.244966
29398999,37887.448616,37887.448616,37551.914444
29449082,39118.814152,39118.814152,40275.507999
29499166,35716.382213,35716.382213,39193.428774
29549249,32282.600362,32282.600362,35837.445118
29599333,35862.265572,35862.265572,39232.798063
29649416,32918.836044,32918.836044,34089.586046
29699500,32662.493968,32662.493968,29603.452282
29749583,52133.784382,52133.784382,43187.176866
29799667,36796.895295,36796.895295,25084.744181
29849750,27590.376963,27590.376963,25157.861914
29899834,35268.969644,35268.969644,32774.791515
29949917,46092.670972,46092.670972,50753.153670
