Start,Stop,AverageTmrca
0,1000000,21725.798317
1000000,2000000,16302.821468
2000000,3000000,20057.692654
3000000,4000000,24180.939440
4000000,5000000,29802.568296
5000000,6000000,30749.451879
6000000,7000000,37014.746286
7000000,8000000,30664.830171
8000000,9000000,33363.499072
9000000,10000000,34003.199891
10000000,11000000,29883.984842
11000000,12000000,14220.050718
12000000,13000000,22686.357856
13000000,14000000,22313.848538
14000000,15000000,8987.931962
15000000,16000000,36461.581904
16000000,17000000,32607.966728
17000000,18000000,31288.221832
18000000,19000000,35071.810929
19000000,20000000,31406.066428
20000000,21000000,29006.721280
21000000,22000000,21718.906303
22000000,23000000,18962.390796
23000000,24000000,20673.969251
24000000,25000000,31893.251031
25000000,26000000,35374.061535
26000000,27000000,33836.867749
27000000,28000000,36188.584438
28000000,29000000,31251.823998
29000000,30000000,34397.386833
30000000,30000001,48336.000000
