Start,Stop,AverageTmrca
0,200000,29507.313585
200000,400000,15357.347720
400000,600000,26533.656635
600000,800000,19321.000000
800000,1000000,32176.043395
1000000,1200000,23673.867775
1200000,1400000,14525.586805
1400000,1600000,13430.000000
1600000,1800000,20544.559970
1800000,2000000,18692.782400
2000000,2200000,12153.295110
2200000,2400000,13394.449100
2400000,2600000,22450.142255
2600000,2800000,12134.883560
2800000,3000000,18599.127265
3000000,3200000,8760.769880
3200000,3400000,13865.178845
3400000,3600000,22912.338205
3600000,3800000,14680.824730
3800000,4000000,23271.939135
4000000,4200000,22705.067070
4200000,4400000,32978.712160
4400000,4600000,32296.005105
4600000,4800000,28629.844420
4800000,5000000,25163.665715
5000000,5200000,30390.896180
5200000,5400000,36888.633675
5400000,5600000,34827.366815
5600000,5800000,39339.953110
5800000,6000000,30427.349925
6000000,6200000,28761.978715
6200000,6400000,32135.571665
6400000,6600000,33993.667105
6600000,6800000,35558.891740
6800000,7000000,31407.297920
7000000,7200000,36300.669440
7200000,7400000,40718.616325
7400000,7600000,36219.167045
7600000,7800000,31019.725870
7800000,8000000,34250.893415
8000000,8200000,32365.128815
8200000,8400000,30126.514950
8400000,8600000,36940.510565
8600000,8800000,31242.375810
8800000,9000000,30877.404300
9000000,9200000,36462.598090
9200000,9400000,38222.544900
9400000,9600000,36923.519725
9600000,9800000,27313.667885
9800000,10000000,29918.071485
10000000,10200000,33372.787550
10200000,10400000,18136.196980
10400000,10600000,29700.868865
10600000,10800000,19979.975890
10800000,11000000,24817.745635
11000000,11200000,18495.219690
11200000,11400000,24810.844335
11400000,11600000,22437.743570
11600000,11800000,26773.210890
11800000,12000000,18730.535245
12000000,12200000,26660.082360
12200000,12400000,17757.565165
12400000,12600000,16756.000000
12600000,12800000,15016.687515
12800000,13000000,27491.334680
13000000,13200000,44162.332495
13200000,13400000,29745.175230
13400000,13600000,16137.674780
13600000,13800000,23973.784860
13800000,14000000,12095.949755
14000000,14200000,17858.440775
14200000,14400000,43075.001675
14400000,14600000,19137.183210
14600000,14800000,14683.652760
14800000,15000000,15010.966750
15000000,15200000,31449.714280
15200000,15400000,33272.361675
15400000,15600000,23720.492555
15600000,15800000,28014.208010
15800000,16000000,30410.595915
16000000,16200000,28964.508325
16200000,16400000,32774.431960
16400000,16600000,29921.929870
16600000,16800000,38741.485520
16800000,17000000,31614.614625
17000000,17200000,33444.669145
17200000,17400000,41582.596525
17400000,17600000,37504.324995
17600000,17800000,34249.548600
17800000,18000000,33112.115900
18000000,18200000,36621.535530
18200000,18400000,26666.980680
18400000,18600000,41067.429325
18600000,18800000,42792.635755
18800000,19000000,34714.360920
19000000,19200000,40289.204490
19200000,19400000,34038.336125
19400000,19600000,36723.939785
19600000,19800000,33899.267780
19800000,20000000,28563.559990
20000000,20200000,27505.659140
20200000,20400000,20930.642050
20400000,20600000,38089.065420
20600000,20800000,34149.329895
20800000,21000000,22960.627970
21000000,21200000,26305.086195
21200000,21400000,21784.554775
21400000,21600000,11180.329225
21600000,21800000,18352.298040
21800000,22000000,41934.302935
22000000,22200000,34263.966330
22200000,22400000,16196.652770
22400000,22600000,34014.629910
22600000,22800000,28604.688260
22800000,23000000,18596.107600
23000000,23200000,44409.523795
23200000,23400000,16329.702430
23400000,23600000,17528.089300
23600000,23800000,30025.694885
23800000,24000000,25360.682795
24000000,24200000,25802.013280
24200000,24400000,19703.425670
24400000,24600000,25640.151585
24600000,24800000,22158.650600
24800000,25000000,29993.770625
25000000,25200000,37787.951985
25200000,25400000,32243.268150
25400000,25600000,32130.894480
25600000,25800000,39117.713780
25800000,26000000,36839.876590
26000000,26200000,31237.414065
26200000,26400000,38277.059400
26400000,26600000,26930.228775
26600000,26800000,41090.952620
26800000,27000000,34383.002190
27000000,27200000,29853.973840
27200000,27400000,29406.792790
27400000,27600000,42317.615270
27600000,27800000,32209.410020
27800000,28000000,33907.712625
28000000,28200000,30111.207900
28200000,28400000,36110.257940
28400000,28600000,28155.248055
28600000,28800000,38194.896135
28800000,29000000,28829.601170
29000000,29200000,41457.352215
29200000,29400000,31930.023915
29400000,29600000,36721.927020
29600000,29800000,35592.121290
29800000,30000000,35192.420405
30000000,30000001,26026.000000
