Start,Stop,AverageTmrca
0,1000000,31683.080677
1000000,2000000,26635.632424
2000000,3000000,23655.972030
3000000,4000000,20780.249295
4000000,5000000,21247.070949
5000000,6000000,30323.251693
6000000,7000000,34742.821748
7000000,8000000,33775.219224
8000000,9000000,36731.338203
9000000,10000000,34749.716136
10000000,11000000,37135.789952
11000000,12000000,23068.750659
12000000,13000000,20472.894584
13000000,14000000,15835.373909
14000000,15000000,33056.676755
15000000,16000000,33076.206258
16000000,17000000,36177.981326
17000000,18000000,40355.361341
18000000,19000000,33516.355414
19000000,20000000,33968.544592
20000000,21000000,26460.622646
21000000,22000000,33868.584325
22000000,23000000,13974.138869
23000000,24000000,24868.897937
24000000,25000000,22502.890010
25000000,26000000,33156.578299
26000000,27000000,36066.149555
27000000,28000000,36573.733214
28000000,29000000,32522.366923
29000000,30000000,34010.941257
30000000,30000001,60987.000000
