Start,Stop,AverageTmrca
0,200000,41249.453150
200000,400000,31628.665760
400000,600000,14177.111115
600000,800000,26479.397555
800000,1000000,18906.061925
1000000,1200000,22885.800975
1200000,1400000,16022.578065
1400000,1600000,28113.093655
1600000,1800000,32469.381910
1800000,2000000,33612.041030
2000000,2200000,34386.037650
2200000,2400000,16672.804515
2400000,2600000,16769.349205
2600000,2800000,13010.995600
2800000,3000000,17378.155025
3000000,3200000,19048.744910
3200000,3400000,18286.326260
3400000,3600000,51979.236725
3600000,3800000,31970.618860
3800000,4000000,24189.637530
4000000,4200000,15709.160105
4200000,4400000,12731.889965
4400000,4600000,15151.084410
4600000,4800000,28618.365785
4800000,5000000,36280.904105
5000000,5200000,30592.200565
5200000,5400000,34984.902675
5400000,5600000,44359.892075
5600000,5800000,32792.889115
5800000,6000000,33454.834560
6000000,6200000,42447.586175
6200000,6400000,41032.794330
6400000,6600000,32606.338445
6600000,6800000,35183.796075
6800000,7000000,37774.644375
7000000,7200000,30727.217940
7200000,7400000,35547.119730
7400000,7600000,34844.483200
7600000,7800000,43007.504950
7800000,8000000,34618.333800
8000000,8200000,29264.796325
8200000,8400000,30218.177565
8400000,8600000,30101.133710
8600000,8800000,33910.896340
8800000,9000000,38186.296010
9000000,9200000,39669.083840
9200000,9400000,33319.404835
9400000,9600000,38830.565865
9600000,9800000,34029.683905
9800000,10000000,31074.999945
10000000,10200000,17547.296360
10200000,10400000,11966.356070
10400000,10600000,28495.017530
10600000,10800000,8919.356860
10800000,11000000,8435.752570
11000000,11200000,10463.361260
11200000,11400000,26075.329350
11400000,11600000,22028.386450
11600000,11800000,14166.292615
11800000,12000000,20277.573320
12000000,12200000,7610.524400
12200000,12400000,8251.056160
12400000,12600000,13120.379390
12600000,12800000,8563.000000
12800000,13000000,8238.925600
13000000,13200000,8504.116240
13200000,13400000,17846.291650
13400000,13600000,20958.175950
13600000,13800000,19767.416690
13800000,14000000,28131.130315
14000000,14200000,31691.709570
14200000,14400000,11639.307620
14400000,14600000,9430.846720
14600000,14800000,12432.584095
14800000,15000000,18971.402245
15000000,15200000,38676.044945
15200000,15400000,34721.907740
15400000,15600000,27653.383665
15600000,15800000,29931.866455
15800000,16000000,36296.729905
16000000,16200000,37272.059585
16200000,16400000,28168.882665
16400000,16600000,30327.134965
16600000,16800000,35901.674000
16800000,17000000,40472.694580
17000000,17200000,36138.606145
17200000,17400000,42695.640105
17400000,17600000,35684.088700
17600000,17800000,30352.267170
17800000,18000000,36892.447135
18000000,18200000,34302.215760
18200000,18400000,29821.201945
18400000,18600000,33411.632940
18600000,18800000,31286.786120
18800000,19000000,31728.945300
19000000,19200000,32922.767775
19200000,19400000,32669.433505
19400000,19600000,28550.912220
19600000,19800000,32650.571600
19800000,20000000,32393.264120
20000000,20200000,27784.058795
20200000,20400000,32406.476810
20400000,20600000,25638.371175
20600000,20800000,19771.735495
20800000,21000000,14641.452745
21000000,21200000,18480.489570
21200000,21400000,21663.891715
21400000,21600000,21846.350930
21600000,21800000,25372.001005
21800000,22000000,24725.843640
22000000,22200000,24443.055230
22200000,22400000,21795.000000
22400000,22600000,18436.239930
22600000,22800000,19513.127305
22800000,23000000,19229.196435
23000000,23200000,31399.665820
23200000,23400000,20366.816305
23400000,23600000,12093.684745
23600000,23800000,18289.179560
23800000,24000000,18773.383840
24000000,24200000,20590.259955
24200000,24400000,15446.836310
24400000,24600000,14921.810680
24600000,24800000,32066.004680
24800000,25000000,15137.877980
25000000,25200000,35913.366420
25200000,25400000,42392.879830
25400000,25600000,30931.448915
25600000,25800000,32629.930855
25800000,26000000,39613.874095
26000000,26200000,39513.727280
26200000,26400000,35363.760030
26400000,26600000,32731.089910
26600000,26800000,37789.638250
26800000,27000000,38398.966840
27000000,27200000,35936.856075
27200000,27400000,28293.943340
27400000,27600000,37615.398450
27600000,27800000,37935.490535
27800000,28000000,31014.776580
28000000,28200000,35030.414520
28200000,28400000,33495.385015
28400000,28600000,29721.555720
28600000,28800000,32514.718980
28800000,29000000,35221.924195
29000000,29200000,31974.035625
29200000,29400000,34711.424380
29400000,29600000,33760.614950
29600000,29800000,29419.285370
29800000,30000000,33488.776055
30000000,30000001,19375.000000
