Start,Stop,AverageTmrca
0,200000,18633.190240
200000,400000,29529.513815
400000,600000,37052.714105
600000,800000,47286.454545
800000,1000000,22921.230380
1000000,1200000,25942.042375
1200000,1400000,27359.552140
1400000,1600000,22301.036160
1600000,1800000,19493.321980
1800000,2000000,16795.661440
2000000,2200000,18004.793245
2200000,2400000,30049.846460
2400000,2600000,22144.789260
2600000,2800000,17438.985280
2800000,3000000,16157.822610
3000000,3200000,19515.173130
3200000,3400000,8205.144430
3400000,3600000,30339.059705
3600000,3800000,29068.341915
3800000,4000000,9385.000000
4000000,4200000,20872.807095
4200000,4400000,35196.651060
4400000,4600000,30313.256825
4600000,4800000,33985.741875
4800000,5000000,50396.281860
5000000,5200000,27823.851695
5200000,5400000,28759.181195
5400000,5600000,29555.441810
5600000,5800000,42263.410795
5800000,6000000,32052.385705
6000000,6200000,30412.853950
6200000,6400000,30323.075820
6400000,6600000,29245.145665
6600000,6800000,31584.482810
6800000,7000000,34670.901610
7000000,7200000,31821.019685
7200000,7400000,30451.881020
7400000,7600000,36362.531910
7600000,7800000,36427.603545
7800000,8000000,36637.683270
8000000,8200000,41437.311805
8200000,8400000,34376.824065
8400000,8600000,34473.047395
8600000,8800000,28729.470585
8800000,9000000,38878.991395
9000000,9200000,30066.060935
9200000,9400000,33468.987035
9400000,9600000,34375.190970
9600000,9800000,34401.207850
9800000,10000000,30440.261960
10000000,10200000,19149.236000
10200000,10400000,35949.172475
10400000,10600000,30617.681575
10600000,10800000,28231.203530
10800000,11000000,22942.943490
11000000,11200000,20367.499200
11200000,11400000,17189.720225
11400000,11600000,11114.672160
11600000,11800000,9962.352620
11800000,12000000,18311.609615
12000000,12200000,29736.107400
12200000,12400000,27052.433075
12400000,12600000,29664.239705
12600000,12800000,26330.828085
12800000,13000000,20979.887740
13000000,13200000,14568.370620
13200000,13400000,27097.300870
13400000,13600000,18624.706380
13600000,13800000,23877.178445
13800000,14000000,22173.733125
14000000,14200000,20877.013445
14200000,14400000,25353.086605
14400000,14600000,21810.575735
14600000,14800000,27094.842890
14800000,15000000,22600.854960
15000000,15200000,29994.172990
15200000,15400000,31373.824380
15400000,15600000,34377.070240
15600000,15800000,31289.299130
15800000,16000000,30569.533925
16000000,16200000,38273.140205
16200000,16400000,38267.359475
16400000,16600000,37119.760670
16600000,16800000,35839.955730
16800000,17000000,34225.031415
17000000,17200000,32794.653865
17200000,17400000,43168.453400
17400000,17600000,38184.470450
17600000,17800000,37298.768000
17800000,18000000,40128.342150
18000000,18200000,29576.629995
18200000,18400000,30116.082600
18400000,18600000,22372.688325
18600000,18800000,35458.214850
18800000,19000000,28565.665720
19000000,19200000,33027.719100
19200000,19400000,39323.176250
19400000,19600000,38019.814800
19600000,19800000,32062.424310
19800000,20000000,32484.486360
20000000,20200000,18548.049780
20200000,20400000,14276.890520
20400000,20600000,18584.318210
20600000,20800000,31154.927430
20800000,21000000,19529.000390
21000000,21200000,17377.761700
21200000,21400000,11604.348550
21400000,21600000,11224.592860
21600000,21800000,11612.731380
21800000,22000000,11888.252210
22000000,22200000,19638.693270
22200000,22400000,30996.564015
22400000,22600000,20879.768395
22600000,22800000,37151.901670
22800000,23000000,27163.579415
23000000,23200000,17244.664415
23200000,23400000,19838.454615
23400000,23600000,13287.874115
23600000,23800000,13632.927220
23800000,24000000,18603.557585
24000000,24200000,21928.509515
24200000,24400000,32599.049835
24400000,24600000,19371.714915
24600000,24800000,31447.200725
24800000,25000000,27699.867465
25000000,25200000,22881.983130
25200000,25400000,32521.322110
25400000,25600000,31337.362095
25600000,25800000,34239.505220
25800000,26000000,39738.383250
26000000,26200000,35372.073895
26200000,26400000,30711.625470
26400000,26600000,33258.542535
26600000,26800000,36009.647750
26800000,27000000,30686.209360
27000000,27200000,36897.038405
27200000,27400000,35029.715655
27400000,27600000,33414.273870
27600000,27800000,34250.413645
27800000,28000000,39013.192405
28000000,28200000,41188.418325
28200000,28400000,31295.396905
28400000,28600000,42393.888125
28600000,28800000,37680.789680
28800000,29000000,28761.128965
29000000,29200000,27663.358335
29200000,29400000,35664.140360
29400000,29600000,31806.851640
29600000,29800000,33724.295470
29800000,30000000,37730.710465
30000000,30000001,30216.000000
