Start,Stop,AverageTmrca
0,1000000,26488.137901
1000000,2000000,26620.579127
2000000,3000000,19643.468399
3000000,4000000,29094.912857
4000000,5000000,21698.280874
5000000,6000000,35236.943798
6000000,7000000,37809.031880
7000000,8000000,35748.931924
8000000,9000000,32336.259990
9000000,10000000,35384.747678
10000000,11000000,15072.755878
11000000,12000000,18602.188599
12000000,13000000,9156.777110
13000000,14000000,19041.426169
14000000,15000000,16833.170050
15000000,16000000,33455.986542
16000000,17000000,34428.489159
17000000,18000000,36352.609851
18000000,19000000,32110.156413
19000000,20000000,31837.389844
20000000,21000000,24048.419004
21000000,22000000,22417.715372
22000000,23000000,20683.323780
23000000,24000000,20184.546054
24000000,25000000,19632.557921
25000000,26000000,36296.300023
26000000,27000000,36759.436462
27000000,28000000,34159.292996
28000000,29000000,33196.799686
29000000,30000000,32670.827276
30000000,30000001,19375.000000
