Start,Stop,AverageTmrca
0,1000000,19263.301019
1000000,2000000,17965.729097
2000000,3000000,24696.464246
3000000,4000000,22097.127853
4000000,5000000,28488.392491
5000000,6000000,30559.221569
6000000,7000000,35725.556486
7000000,8000000,38131.641939
8000000,9000000,33329.984396
9000000,10000000,32213.037011
10000000,11000000,20217.557087
11000000,12000000,21157.866198
12000000,13000000,22453.603867
13000000,14000000,22984.080390
14000000,15000000,24848.317320
15000000,16000000,36334.972046
16000000,17000000,35353.110299
17000000,18000000,32493.207309
18000000,19000000,33317.624073
19000000,20000000,33168.310553
20000000,21000000,21530.567686
21000000,22000000,24178.790124
22000000,23000000,28961.805237
23000000,24000000,22340.935618
24000000,25000000,27594.794880
25000000,26000000,33550.992907
26000000,27000000,35437.352869
27000000,28000000,33514.709929
28000000,29000000,34221.796912
29000000,30000000,38325.240915
30000000,30000001,31723.000000
