Start,Stop,AverageTmrca
0,200000,32920.725225
200000,400000,17188.044025
400000,600000,39267.520435
600000,800000,12796.901700
800000,1000000,17509.882280
1000000,1200000,20997.875050
1200000,1400000,12099.270830
1400000,1600000,13897.541045
1600000,1800000,18017.400490
1800000,2000000,19628.640055
2000000,2200000,19985.575330
2200000,2400000,19002.225010
2400000,2600000,12280.000000
2600000,2800000,22059.762320
2800000,3000000,23272.862740
3000000,3200000,43728.012335
3200000,3400000,33219.656995
3400000,3600000,27092.263890
3600000,3800000,16338.760140
3800000,4000000,26961.063600
4000000,4200000,19469.484760
4200000,4400000,35040.184980
4400000,4600000,14667.819470
4600000,4800000,51887.504630
4800000,5000000,32022.804205
5000000,5200000,34206.243210
5200000,5400000,29748.721470
5400000,5600000,40438.863285
5600000,5800000,35838.364795
5800000,6000000,33530.029430
6000000,6200000,41216.094640
6200000,6400000,27578.079185
6400000,6600000,29797.494745
6600000,6800000,33838.977565
6800000,7000000,30236.165435
7000000,7200000,28292.521065
7200000,7400000,35253.069080
7400000,7600000,34186.465455
7600000,7800000,38573.685385
7800000,8000000,30674.873375
8000000,8200000,36135.753155
8200000,8400000,29309.656695
8400000,8600000,36000.691270
8600000,8800000,35530.328850
8800000,9000000,30393.793875
9000000,9200000,26310.927260
9200000,9400000,33832.157820
9400000,9600000,44432.414125
9600000,9800000,34437.072625
9800000,10000000,29096.782980
10000000,10200000,15847.099320
10200000,10400000,30449.412400
10400000,10600000,41995.590870
10600000,10800000,20883.449600
10800000,11000000,31254.034935
11000000,11200000,36957.794175
11200000,11400000,22707.702090
11400000,11600000,27553.995345
11600000,11800000,23519.561950
11800000,12000000,38768.440720
12000000,12200000,22253.234245
12200000,12400000,17740.095730
12400000,12600000,30751.280925
12600000,12800000,22701.027775
12800000,13000000,25104.986885
13000000,13200000,33257.807245
13200000,13400000,38172.766570
13400000,13600000,21936.366420
13600000,13800000,15831.590730
13800000,14000000,15684.219020
14000000,14200000,14836.833720
14200000,14400000,19496.206500
14400000,14600000,33368.309315
14600000,14800000,39354.157000
14800000,15000000,34932.867040
15000000,15200000,37244.265275
15200000,15400000,31640.680880
15400000,15600000,33308.661610
15600000,15800000,32143.393190
15800000,16000000,33334.158890
16000000,16200000,33679.348870
16200000,16400000,31782.872255
16400000,16600000,46096.962725
16600000,16800000,27924.357140
16800000,17000000,36596.370190
17000000,17200000,26809.220880
17200000,17400000,35327.826850
17400000,17600000,38410.022440
17600000,17800000,28840.110985
17800000,18000000,26706.323160
18000000,18200000,32436.459025
18200000,18400000,35791.106605
18400000,18600000,30179.929810
18600000,18800000,30837.003345
18800000,19000000,30514.791300
19000000,19200000,33332.196970
19200000,19400000,32004.245985
19400000,19600000,24864.238695
19600000,19800000,37093.425750
19800000,20000000,39600.042685
20000000,20200000,34594.201475
20200000,20400000,26728.104885
20400000,20600000,32654.232810
20600000,20800000,21925.845925
20800000,21000000,15923.960720
21000000,21200000,34127.981150
21200000,21400000,32606.779585
21400000,21600000,20469.018915
21600000,21800000,25346.358415
21800000,22000000,15609.175225
22000000,22200000,17107.481115
22200000,22400000,17712.595665
22400000,22600000,32093.239455
22600000,22800000,24106.532940
22800000,23000000,25109.859300
23000000,23200000,21403.762355
23200000,23400000,13134.871230
23400000,23600000,11696.882600
23600000,23800000,12356.630610
23800000,24000000,14158.748890
24000000,24200000,27329.305090
24200000,24400000,25997.162405
24400000,24600000,22217.825330
24600000,24800000,22231.022015
24800000,25000000,24585.080010
25000000,25200000,25587.897665
25200000,25400000,31991.347775
25400000,25600000,30541.685295
25600000,25800000,30794.444920
25800000,26000000,29682.513920
26000000,26200000,36814.217070
26200000,26400000,28497.627660
26400000,26600000,38954.831200
26600000,26800000,36292.954340
26800000,27000000,37604.900680
27000000,27200000,44105.027650
27200000,27400000,33306.421550
27400000,27600000,31025.833425
27600000,27800000,32472.774090
27800000,28000000,27874.750255
28000000,28200000,34509.689920
28200000,28400000,33709.863140
28400000,28600000,38344.934045
28600000,28800000,29051.349315
28800000,29000000,44008.508175
29000000,29200000,29938.431820
29200000,29400000,34261.712330
29400000,29600000,33554.924410
29600000,29800000,43621.523370
29800000,30000000,35506.509720
30000000,30000001,45947.000000
