Start,Stop,AverageTmrca
0,1000000,20980.287154
1000000,2000000,29742.729571
2000000,3000000,31352.431462
3000000,4000000,20930.680095
4000000,5000000,18711.074806
5000000,6000000,34966.758583
6000000,7000000,38464.640036
7000000,8000000,35634.584027
8000000,9000000,34677.489012
9000000,10000000,34955.882309
10000000,11000000,19302.723438
11000000,12000000,23415.390040
12000000,13000000,19356.306581
13000000,14000000,31407.684107
14000000,15000000,23565.843353
15000000,16000000,30129.349826
16000000,17000000,31543.013040
17000000,18000000,37338.003436
18000000,19000000,37499.650448
19000000,20000000,33604.230979
20000000,21000000,30027.839854
21000000,22000000,23840.687349
22000000,23000000,21975.825855
23000000,24000000,24433.604640
24000000,25000000,18344.511777
25000000,26000000,32180.705553
26000000,27000000,34599.403528
27000000,28000000,34688.640106
28000000,29000000,34199.278520
29000000,30000000,38476.687969
30000000,30000001,29051.000000
