Start,Stop,AverageTmrca
0,1000000,20101.567746
1000000,2000000,26125.680240
2000000,3000000,25880.886684
3000000,4000000,34148.446581
4000000,5000000,20094.342168
5000000,6000000,35317.314096
6000000,7000000,35161.929248
7000000,8000000,35037.567986
8000000,9000000,31898.036555
9000000,10000000,34082.810095
10000000,11000000,31612.561352
11000000,12000000,25934.614891
12000000,13000000,22905.461594
13000000,14000000,24625.050120
14000000,15000000,26049.178888
15000000,16000000,29403.945857
16000000,17000000,37307.214802
17000000,18000000,33242.080160
18000000,19000000,33856.087135
19000000,20000000,36055.301365
20000000,21000000,29468.642305
21000000,22000000,24366.809286
22000000,23000000,27917.892654
23000000,24000000,36630.090618
24000000,25000000,32480.619990
25000000,26000000,32089.702770
26000000,27000000,35451.569197
27000000,28000000,37502.886658
28000000,29000000,35157.065518
29000000,30000000,35390.965696
30000000,30000001,53209.000000
