Pos,Div1,Div2,Div3
21886478,24871.317442,24871.317442,27358.264223
21936561,17178.390767,17178.390767,17969.628468
21986645,16495.641208,16495.641208,16072.419095
22036728,18874.569771,18874.569771,13086.559583
22086812,37423.451416,37423.451416,32500.172431
22136895,36114.174633,36114.174633,32827.561188
22186979,40203.361511,40203.361511,36402.625618
22237062,40511.752307,40511.752307,35486.787946
22287145,29220.877552,29220.877552,28443.052932
22337229,30755.928661,30755.928661,38029.124225
22387312,23248.153353,23248.153353,24279.086341
22437396,14912.219777,14912.219777,12972.505689
22487479,52955.370283,52955.370283,53008.188943
22537563,54868.561755,54868.561755,51590.183126
22587646,38782.859138,38782.859138,39476.389518
22637730,28781.271119,28781.271119,29793.780947
22687813,21553.115907,21553.115907,22026.165102
22737897,30516.182803,30516.182803,30732.586504
22787980,38790.201076,38790.201076,41116.441771
22838064,35479.262299,35479.262299,37324.037016
22888147,33645.095371,33645.095371,35845.194253
22938231,34047.342125,34047.342125,35840.349626
22988314,34600.635632,34600.635632,35555.482933
23038398,39824.749109,39824.749109,38017.291734
23088481,44923.580523,44923.580523,46927.282489
23138565,43524.386967,43524.386967,45997.865427
23188648,38199.141307,38199.141307,24815.822400
23238731,36936.005159,36936.005159,32047.136497
23288815,24298.198571,24298.198571,24498.108697
23338898,21069.745072,21069.745072,21855.870561
23388982,21099.323001,21099.323001,21412.344873
23439065,20179.055824,20179.055824,20076.482868
23489149,19877.861457,19877.861457,19745.296775
23539232,21765.115535,21765.115535,22128.976727
23589316,30507.906319,30507.906319,33932.879743
23639399,32121.210648,32121.210648,35002.571421
23689483,20096.813537,20096.813537,20376.917082
23739566,19608.775968,19608.775968,20363.173813
23789650,20263.243573,20263.243573,22200.590337
23839733,19172.370573,19172.370573,20131.028908
23889817,19375.654107,19375.654107,19098.755556
23939900,19440.282615,19440.282615,19207.113711
23989984,19574.343187,19574.343187,20296.301752
24040067,15893.614533,15893.614533,17855.411941
24090151,16782.166242,16782.166242,19314.711542
24140234,35791.284027,35791.284027,41869.295204
24190318,37968.232131,37968.232131,46771.246538
24240401,40316.528449,40316.528449,44947.555556
24290484,40835.016282,40835.016282,44197.820917
24340568,40670.024871,40670.024871,43122.028806
24390651,41503.108790,41503.108790,46186.312306
24440735,28275.363078,28275.363078,30985.421717
24490818,16117.850577,16117.850577,17124.521631
24540902,19849.075607,19849.075607,21933.865239
24590985,57925.101041,57925.101041,64296.782905
24641069,30879.259569,30879.259569,32965.063175
24691152,40966.775543,40966.775543,43405.490371
24741236,29141.561336,29141.561336,29027.110175
24791319,22301.185114,22301.185114,16385.863072
24841403,38791.997456,38791.997456,31268.568060
24891486,31643.814044,31643.814044,31089.490336
24941570,40383.094618,40383.094618,44817.159683
24991653,52852.387759,52852.387759,60573.799389
25041737,41220.407652,41220.407652,43433.302783
25091820,38683.570766,38683.570766,33314.701648
25141904,45549.096975,45549.096975,44807.268693
25191987,38770.420226,38770.420226,39189.925509
25242070,40351.689347,40351.689347,47938.127752
25292154,37607.086933,37607.086933,39324.407064
25342237,39516.692396,39516.692396,39588.140158
25392321,38159.967125,38159.967125,27776.460634
25442404,29427.633858,29427.633858,30221.044322
25492488,29666.929836,29666.929836,28171.869518
25542571,38401.869443,38401.869443,40726.800546
25592655,29769.986344,29769.986344,28320.678775
25642738,23364.615888,23364.615888,22125.454781
25692822,39273.336708,39273.336708,38298.299073
25742905,35873.603172,35873.603172,37758.714906
25792989,31666.346250,31666.346250,34298.011585
25843072,42911.346779,42911.346779,44277.044655
25893156,54020.851256,54020.851256,49650.802409
25943239,31978.009639,31978.009639,33531.322899
25993323,41149.037961,41149.037961,39325.597188
26043406,41065.119158,41065.119158,34292.534515
26093490,41252.314776,41252.314776,42558.117754
26143573,29494.308421,29494.308421,27315.609362
26193656,39977.731574,39977.731574,28841.105032
26243740,52067.903592,52067.903592,53661.691960
26293823,40604.596777,40604.596777,42293.179743
26343907,44777.286184,44777.286184,52001.509038
26393990,49842.140785,49842.140785,52294.270799
26444074,46527.376162,46527.376162,52140.798239
26494157,39734.074671,39734.074671,40110.993286
26544241,32900.621462,32900.621462,36449.858594
26594324,29271.812851,29271.812851,26860.962838
26644408,39447.681452,39447.681452,46778.045342
26694491,30605.635849,30605.635849,29109.403589
26744575,31829.854825,31829.854825,25315.175357
26794658,41514.100729,41514.100729,44510.386628
26844742,42876.812667,42876.812667,47181.723778
26894825,36516.883228,36516.883228,32359.297106
26944909,40165.904282,40165.904282,45315.719655
26994992,41290.239374,41290.239374,41473.540386
27045076,35614.771222,35614.771222,38309.162289
27095159,41805.180078,41805.180078,37341.030994
27145242,33693.107663,33693.107663,30552.219576
27195326,30896.828407,30896.828407,32195.305047
27245409,32413.656604,32413.656604,28464.320470
27295493,34797.372284,34797.372284,37520.583537
27345576,21515.182581,21515.182581,17921.584448
27395660,48468.499298,48468.499298,47429.941319
27445743,38949.058470,38949.058470,39146.725111
27495827,32645.797370,32645.797370,28883.000502
27545910,32439.814169,32439.814169,29815.236916
27595994,47392.289590,47392.289590,48974.405064
27646077,49647.940646,49647.940646,46132.917068
27696161,35993.458307,35993.458307,45977.709559
27746244,37773.425079,37773.425079,36108.413266
27796328,39797.546342,39797.546342,29953.008513
27846411,48061.531573,48061.531573,37321.829293
27896495,28543.032926,28543.032926,24376.040562
27946578,40478.324436,40478.324436,45871.737688
27996662,46369.888806,46369.888806,48158.779272
28046745,45574.170717,45574.170717,43342.392841
28096828,41485.815698,41485.815698,43359.418016
28146912,46752.756254,46752.756254,44955.023730
28196995,46346.652341,46346.652341,49096.678225
28247079,37957.993676,37957.993676,36286.270453
28297162,37173.131090,37173.131090,40651.938888
28347246,38944.243353,38944.243353,40756.788018
28397329,34977.580553,34977.580553,36259.208894
28447413,33788.961468,33788.961468,32748.554557
28497496,33297.748158,33297.748158,36557.953298
28547580,35527.898385,35527.898385,39978.751957
28597663,38615.416494,38615.416494,40025.236423
28647747,30196.739820,30196.739820,31435.864173
28697830,42708.466627,42708.466627,47664.454065
28747914,34500.915403,34500.915403,36648.500899
28797997,37010.540345,37010.540345,38983.176312
28848081,42482.492149,42482.492149,49784.355936
28898164,23560.970572,23560.970572,23665.646932
28948248,36275.924468,36275.924468,36272.226387
28998331,46294.343033,46294.343033,45559.542191
29048414,50878.822225,50878.822225,51696.921574
29098498,30942.132718,30942.132718,32539.845024
29148581,31789.843703,31789.843703,27625.856976
29198665,33715.592432,33715.592432,26974.547815
29248748,44531.887999,44531.887999,46016.451447
29298832,46493.610825,46493.610825,44145.894109
29348915,50317.102959,50317.102959,52460.138667
29398999,41904.796299,41904.796299,51408.702508
29449082,29581.311859,29581.311859,29718.409472
29499166,26775.433265,26775.433265,28367.901920
29549249,29047.109375,29047.109375,28830.755422
29599333,39924.993054,39924.993054,41259.875805
29649416,43678.108272,43678.108272,47275.397653
29699500,33306.375233,33306.375233,41044.770289
29749583,47982.850036,47982.850036,54496.442964
29799667,48172.271874,48172.271874,49810.875385
29849750,46476.087574,46476.087574,42539.083849
29899834,45123.989242,45123.989242,37269.952729
29949917,46494.728906,46494.728906,44640.195402
