Start,Stop,AverageTmrca
0,1000000,24068.308999
1000000,2000000,23659.803328
2000000,3000000,14036.636307
3000000,4000000,22632.573902
4000000,5000000,15390.535131
5000000,6000000,32379.876904
6000000,7000000,34548.587227
7000000,8000000,33573.776840
8000000,9000000,32128.606362
9000000,10000000,35273.734768
10000000,11000000,32652.146889
11000000,12000000,26872.148917
12000000,13000000,15993.301636
13000000,14000000,18924.903971
14000000,15000000,19812.803833
15000000,16000000,33480.744540
16000000,17000000,38220.620051
17000000,18000000,32586.575993
18000000,19000000,36494.361211
19000000,20000000,32259.592007
20000000,21000000,24346.724284
21000000,22000000,20277.830525
22000000,23000000,20170.362526
23000000,24000000,19838.381954
24000000,25000000,22244.165247
25000000,26000000,32573.985608
26000000,27000000,34182.639964
27000000,28000000,33475.196899
28000000,29000000,34158.314152
29000000,30000000,31811.226436
30000000,30000001,9258.000000
