Start,Stop,RecRate,MutRate,AverageTmrca,NbVariants.Homogeneous,Pi.Homogeneous,NbVariants.NonHomogeneous,Pi.NonHomogeneous
1,1000000,1e-09,0.8095547769667,20101.567746,7134,0.00261573,5764,0.00212249
1000001,2000000,1e-09,0.992662461967,26125.68024,9419,0.00311867,9343,0.00315304
2000001,3000000,1e-09,1.0553765425046,25880.886684,9126,0.00333064,8619,0.00313449
3000001,4000000,1e-09,0.84549305704604,34148.446581,9844,0.003355,8623,0.00302673
4000001,5000000,1e-09,1.1686352734886,20094.342168,5373,0.00168027,6535,0.00204664
5000001,6000000,1.5e-08,0.821892707424,35317.314096,11254,0.00383729,9093,0.00311316
6000001,7000000,1.5e-08,0.9972393380366,35161.929248,11036,0.00382513,11392,0.00391544
7000001,8000000,1.5e-08,0.9784987154601,35037.567986,10611,0.00360007,10265,0.00346151
8000001,9000000,1.5e-08,0.9577679340013,31898.036555,10094,0.00359529,9533,0.00337973
9000001,10000000,1.5e-08,0.740002953497,34082.810095,11046,0.00387533,8062,0.0028436
10000001,11000000,1e-09,0.9589482666434,31612.561352,10204,0.00392007,9345,0.00352133
11000001,12000000,1e-09,0.8378875293401,25934.614891,9708,0.00345956,8131,0.00295353
12000001,13000000,1e-09,0.7043941726871,22905.461594,7666,0.00281969,5596,0.00203929
13000001,14000000,1e-09,1.1648315638027,24625.05012,8597,0.00298031,9638,0.00338527
14000001,15000000,1e-09,1.1685579894948,26049.178888,8479,0.00308831,9097,0.00327231
15000001,16000000,1.5e-08,0.6171786166983,29403.945857,9440,0.00335293,6048,0.00211071
16000001,17000000,1.5e-08,0.6826651860537,37307.214802,11533,0.00417284,8258,0.00298776
17000001,18000000,1.5e-08,0.816549262845,33242.08016,10352,0.00373187,7974,0.00287522
18000001,19000000,1.5e-08,0.7306108517317,33856.087135,10667,0.00386893,7259,0.00264522
19000001,20000000,1.5e-08,1.2776235765792,36055.301365,10723,0.00382609,13629,0.00488753
20000001,21000000,1e-09,0.9111885478598,29468.642305,9948,0.00331336,9202,0.00307087
21000001,22000000,1e-09,0.9655684174914,24366.809286,8049,0.00277258,6908,0.00235504
22000001,23000000,1e-09,0.7973020040365,27917.892654,8352,0.00282927,6770,0.0023732
23000001,24000000,1e-09,0.9222911892337,36630.090618,10458,0.00392418,9610,0.00346171
24000001,25000000,1e-09,0.9050349974841,32480.61999,10145,0.00380318,9141,0.00344978
25000001,26000000,1.5e-08,1.0530510081065,32089.70277,10226,0.00362076,10975,0.003937
26000001,27000000,1.5e-08,1.1085778938268,35451.569197,11025,0.003946,12220,0.00434647
27000001,28000000,1.5e-08,0.98323483819,37502.886658,11878,0.00415462,11321,0.00398624
28000001,29000000,1.5e-08,1.1350985092916,35157.065518,10452,0.00382329,11778,0.00435169
29000001,30000000,1.5e-08,0.7736527117388,35390.965696,11198,0.0039956,8190,0.00293382
