Start,Stop,RecRate,MutRate,AverageTmrca,NbVariants.Homogeneous,Pi.Homogeneous,NbVariants.NonHomogeneous,Pi.NonHomogeneous
1,1000000,1e-09,0.8095547769667,21725.798317,7366,0.00235082,5926,0.00185469
1000001,2000000,1e-09,0.992662461967,16302.821468,6157,0.00196762,6048,0.00192804
2000001,3000000,1e-09,1.0553765425046,20057.692654,6373,0.00225951,6705,0.00235673
3000001,4000000,1e-09,0.84549305704604,24180.93944,8499,0.00289607,7140,0.00243369
4000001,5000000,1e-09,1.1686352734886,29802.568296,9953,0.00342351,11304,0.00377278
5000001,6000000,1.5e-08,0.821892707424,30749.451879,10311,0.00357953,8430,0.00289382
6000001,7000000,1.5e-08,0.9972393380366,37014.746286,11682,0.00427742,11230,0.00410976
7000001,8000000,1.5e-08,0.9784987154601,30664.830171,10072,0.00340522,9986,0.00335629
8000001,9000000,1.5e-08,0.9577679340013,33363.499072,10120,0.00348513,10035,0.00342742
9000001,10000000,1.5e-08,0.740002953497,34003.199891,10535,0.00389969,7880,0.00291516
10000001,11000000,1e-09,0.9589482666434,29883.984842,9794,0.00330516,10854,0.00364509
11000001,12000000,1e-09,0.8378875293401,14220.050718,6086,0.0017216,5013,0.00145218
12000001,13000000,1e-09,0.7043941726871,22686.357856,7417,0.00228993,5469,0.00170358
13000001,14000000,1e-09,1.1648315638027,22313.848538,6205,0.00191738,7141,0.00220231
14000001,15000000,1e-09,1.1685579894948,8987.931962,3634,0.00121233,3585,0.00120973
15000001,16000000,1.5e-08,0.6171786166983,36461.581904,11383,0.003999,7270,0.00247
16000001,17000000,1.5e-08,0.6826651860537,32607.966728,10136,0.00348758,6966,0.00245289
17000001,18000000,1.5e-08,0.816549262845,31288.221832,10210,0.00361007,8425,0.00299702
18000001,19000000,1.5e-08,0.7306108517317,35071.810929,10662,0.00388587,7809,0.00290473
19000001,20000000,1.5e-08,1.2776235765792,31406.066428,10405,0.00359949,13002,0.00440733
20000001,21000000,1e-09,0.9111885478598,29006.72128,9320,0.00355567,9050,0.00345207
21000001,22000000,1e-09,0.9655684174914,21718.906303,6966,0.00270549,7344,0.00298467
22000001,23000000,1e-09,0.7973020040365,18962.390796,7149,0.00247353,6258,0.00218953
23000001,24000000,1e-09,0.9222911892337,20673.969251,7333,0.0025184,6852,0.00236211
24000001,25000000,1e-09,0.9050349974841,31893.251031,10665,0.00366287,9381,0.00319542
25000001,26000000,1.5e-08,1.0530510081065,35374.061535,11232,0.0039206,11663,0.00414742
26000001,27000000,1.5e-08,1.1085778938268,33836.867749,10693,0.00374293,11787,0.00406722
27000001,28000000,1.5e-08,0.98323483819,36188.584438,11097,0.00393071,10646,0.00369591
28000001,29000000,1.5e-08,1.1350985092916,31251.823998,10315,0.00361047,12194,0.00427193
29000001,30000000,1.5e-08,0.7736527117388,34397.386833,11306,0.00394167,8645,0.00294269
