Start,Stop,RecRate,MutRate,AverageTmrca,NbVariants.Homogeneous,Pi.Homogeneous,NbVariants.NonHomogeneous,Pi.NonHomogeneous
1,1000000,1e-09,0.8095547769667,34870.644477,11476,0.00409498,9218,0.00327767
1000001,2000000,1e-09,0.992662461967,34706.078815,11022,0.00387962,11404,0.00405833
2000001,3000000,1e-09,1.0553765425046,36645.717539,11939,0.00413933,12564,0.00438633
3000001,4000000,1e-09,0.84549305704604,30699.544969,8995,0.00322267,7888,0.00288553
4000001,5000000,1e-09,1.1686352734886,28481.409401,9059,0.00330664,9783,0.00353004
5000001,6000000,1.5e-08,0.821892707424,36790.70768,11318,0.0040458,9220,0.00330689
6000001,7000000,1.5e-08,0.9972393380366,34428.483365,10822,0.00385796,10799,0.0038024
7000001,8000000,1.5e-08,0.9784987154601,35264.462546,11312,0.00395758,11038,0.00386582
8000001,9000000,1.5e-08,0.9577679340013,36362.903884,11431,0.00402553,10741,0.00378331
9000001,10000000,1.5e-08,0.740002953497,34931.321252,11072,0.00388562,8367,0.0029556
10000001,11000000,1e-09,0.9589482666434,35033.847121,11011,0.00395236,10851,0.00389149
11000001,12000000,1e-09,0.8378875293401,32538.448754,10046,0.00359042,8296,0.00293958
12000001,13000000,1e-09,0.7043941726871,35457.770062,10888,0.00397791,7578,0.00274129
13000001,14000000,1e-09,1.1648315638027,33677.296021,10108,0.00361389,11289,0.00402347
14000001,15000000,1e-09,1.1685579894948,30316.777393,9735,0.00347529,11218,0.00400551
15000001,16000000,1.5e-08,0.6171786166983,36496.239002,11461,0.00406178,7138,0.00250362
16000001,17000000,1.5e-08,0.6826651860537,36268.658934,11308,0.00402178,7634,0.00272342
17000001,18000000,1.5e-08,0.816549262845,35804.995957,11010,0.00390058,9038,0.00321127
18000001,19000000,1.5e-08,0.7306108517317,36236.21279,11152,0.00396011,8116,0.00289302
19000001,20000000,1.5e-08,1.2776235765792,36153.354547,11109,0.00393898,14932,0.00529109
20000001,21000000,1e-09,0.9111885478598,35257.082812,10771,0.00379647,9592,0.00344387
21000001,22000000,1e-09,0.9655684174914,33949.348859,10167,0.00365571,9662,0.00344424
22000001,23000000,1e-09,0.7973020040365,31978.149843,9908,0.00354678,7968,0.0028156
23000001,24000000,1e-09,0.9222911892337,33780.144154,9902,0.0038466,9184,0.00357567
24000001,25000000,1e-09,0.9050349974841,33803.994815,9839,0.00367878,9020,0.00335967
25000001,26000000,1.5e-08,1.0530510081065,36620.041562,11409,0.00403718,11996,0.00428151
26000001,27000000,1.5e-08,1.1085778938268,35707.881257,11205,0.00393093,12334,0.00436027
27000001,28000000,1.5e-08,0.98323483819,35766.775176,11133,0.00396802,11102,0.00399191
28000001,29000000,1.5e-08,1.1350985092916,34489.728475,10867,0.00380229,12366,0.00433562
29000001,30000000,1.5e-08,0.7736527117388,35498.044967,10714,0.00378171,8308,0.00293511
