Start,Stop,RecRate,MutRate,AverageTmrca,NbVariants.Homogeneous,Pi.Homogeneous,NbVariants.NonHomogeneous,Pi.NonHomogeneous
1,200000,1e-09,0.5937401358895,37098.629325,2370,0.00430522,1431,0.00257756
200001,400000,1e-09,1.0061622525085,34388.910925,2146,0.00409,2120,0.00411422
400001,600000,1e-09,0.7861317225715,35969.871435,2186,0.00407967,1641,0.00313211
600001,800000,1e-09,0.866136980172,40320.5917,2381,0.004535,1952,0.00377656
800001,1000000,1e-09,0.795602793692,33632.455175,2015,0.003919,1530,0.00311589
1000001,1200000,1e-09,0.7759865663515,33097.319175,2062,0.003415,1573,0.00254111
1200001,1400000,1e-09,1.2693183916235,34397.256785,2136,0.00351544,2708,0.00450478
1400001,1600000,1e-09,1.185058842336,36780.07124,2367,0.00395878,2816,0.00476
1600001,1800000,1e-09,0.92042936898,35116.74359,1963,0.00385467,1815,0.00350567
1800001,2000000,1e-09,0.812519140544,41433.695775,2593,0.00459978,2119,0.00379011
2000001,2200000,1e-09,1.138549795255,33820.080255,1920,0.00367989,2211,0.00418567
2200001,2400000,1e-09,0.3838066692205,32865.75537,2156,0.00372433,676,0.001081
2400001,2600000,1e-09,0.9333402480475,39909.89217,2372,0.00382711,2335,0.00369478
2600001,2800000,1e-09,1.410593,37487.39361,2217,0.00380156,3076,0.00528689
2800001,3000000,1e-09,1.410593,32093.607925,1811,0.00299244,2640,0.00441167
3000001,3200000,1e-09,1.2280841575887,33605.40388,1862,0.00321433,2083,0.00345867
3200001,3400000,1e-09,0.9249092903475,30914.867795,1715,0.00296511,1553,0.00264478
3400001,3600000,1e-09,0.901074024134,37754.070785,2249,0.004196,2040,0.00376367
3600001,3800000,1e-09,0.395701450278,44120.214225,2591,0.00496789,1067,0.00205544
3800001,4000000,1e-09,0.777696362882,35933.63453,2113,0.00367722,1765,0.003019
4000001,4200000,1e-09,1.2563845069115,36492.53152,2322,0.00429044,2837,0.005266
4200001,4400000,1e-09,0.814458571332,37823.3934,2211,0.004273,1943,0.00384167
4400001,4600000,1e-09,1.4101243496285,35471.538145,2073,0.00384744,2988,0.00584067
4600001,4800000,1e-09,0.987748939571,27146.933755,1802,0.00316722,1888,0.00323567
4800001,5000000,1e-09,1.37446,33180.282235,2255,0.00397244,3041,0.00539833
5000001,5200000,1.5e-08,0.90789031984,33811.694895,2015,0.003596,1807,0.00322089
5200001,5400000,1.5e-08,0.7955176,35570.522135,2238,0.00397844,1801,0.00315156
5400001,5600000,1.5e-08,0.729775928395,34896.34652,2213,0.003865,1581,0.00274633
5600001,5800000,1.5e-08,0.791249983303,35100.064945,2028,0.00382189,1647,0.003045
5800001,6000000,1.5e-08,0.885029705582,36187.243845,2202,0.00396444,2048,0.00370544
6000001,6200000,1.5e-08,0.826969669544,37371.974895,2341,0.00412256,1975,0.003539
6200001,6400000,1.5e-08,0.861062529949,34436.330755,2193,0.00384711,1870,0.00331633
6400001,6600000,1.5e-08,0.559798631905,37876.86883,2470,0.004367,1430,0.002582
6600001,6800000,1.5e-08,1.13918467722,39769.31679,2379,0.00419089,2790,0.00499444
6800001,7000000,1.5e-08,1.599181181565,34798.956005,2147,0.003728,3515,0.00613733
7000001,7200000,1.5e-08,1.14753519132,34425.504325,2193,0.00386056,2486,0.00434678
7200001,7400000,1.5e-08,1.25207875106,35671.84683,2239,0.00390289,2784,0.00491567
7400001,7600000,1.5e-08,0.7110298214365,38732.453865,2408,0.00433544,1736,0.00312489
7600001,7800000,1.5e-08,0.7185966720115,36597.32676,2222,0.00395733,1694,0.00301267
7800001,8000000,1.5e-08,1.0632531414725,34841.79194,2121,0.00377367,2208,0.00393489
8000001,8200000,1.5e-08,1.7968838062525,34570.10889,2298,0.00405244,3935,0.00684089
8200001,8400000,1.5e-08,0.7302068332155,37531.163465,2338,0.00414522,1608,0.00279678
8400001,8600000,1.5e-08,1.17023382246,35601.525665,2256,0.00410589,2571,0.00465111
8600001,8800000,1.5e-08,0.4591394593845,38129.13967,2383,0.00432222,1150,0.00203767
8800001,9000000,1.5e-08,0.632375748694,34026.87847,2175,0.00382478,1444,0.002549
9000001,9200000,1.5e-08,0.83095794376,35198.473875,2185,0.003921,1818,0.00325156
9200001,9400000,1.5e-08,0.7813896672685,32541.60003,2035,0.00353078,1630,0.00284878
9400001,9600000,1.5e-08,0.660431930815,36216.951695,2340,0.00407511,1475,0.00261767
9600001,9800000,1.5e-08,0.9315245256415,34959.544785,2208,0.00396,2054,0.003675
9800001,10000000,1.5e-08,0.4957107,35761.339145,2327,0.00412356,1166,0.00205522
10000001,10200000,1e-09,0.5934227874305,28365.341365,1567,0.00320833,889,0.00182789
10200001,10400000,1e-09,0.278526787422,29637.747975,1810,0.00353144,481,0.000882889
10400001,10600000,1e-09,0.3818005569635,35866.213965,2279,0.00399,816,0.00143456
10600001,10800000,1e-09,1.617465201401,37666.400675,2430,0.00406067,3929,0.00671511
10800001,11000000,1e-09,1.923526,36994.79993,2197,0.003913,4208,0.00741311
11000001,11200000,1e-09,0.620367903751,41674.803115,2636,0.00456889,1645,0.00284267
11200001,11400000,1e-09,0.82149791523,29677.562215,2139,0.00341511,1700,0.00277956
11400001,11600000,1e-09,1.0289168059145,31698.587065,1830,0.00359522,1814,0.00346844
11600001,11800000,1e-09,0.8164507460865,30645.558335,1985,0.00368156,1662,0.00307989
11800001,12000000,1e-09,0.9022042757185,33300.656685,2248,0.00357067,1948,0.00294222
12000001,12200000,1e-09,0.795155315789,28897.25561,1953,0.00353611,1417,0.002485
12200001,12400000,1e-09,1.007050745082,40246.38287,2321,0.004049,2390,0.00417567
12400001,12600000,1e-09,1.146449552844,35991.38015,2169,0.00403033,2587,0.00476811
12600001,12800000,1e-09,0.198558601008,16914.49996,1146,0.0018,240,0.00041
12800001,13000000,1e-09,0.3747566487125,27138.428425,1821,0.00309578,772,0.00144278
13000001,13200000,1e-09,1.241390476775,29810.030605,1714,0.00298356,2123,0.00367367
13200001,13400000,1e-09,0.722322326791,20622.48005,1273,0.00231489,920,0.00166333
13400001,13600000,1e-09,1.4010168861015,42722.96811,2401,0.00459222,3472,0.00667056
13600001,13800000,1e-09,1.20310030725,36477.585175,2216,0.00411767,2647,0.00480822
13800001,14000000,1e-09,1.256327822096,42048.87239,2564,0.00499489,3173,0.00617744
14000001,14200000,1e-09,2.016032,35212.971475,2094,0.00370267,4406,0.00764156
14200001,14400000,1e-09,0.919297366847,31596.897085,2001,0.00368367,1994,0.00364178
14400001,14600000,1e-09,0.7072157947085,33259.688405,2155,0.00418433,1506,0.00286589
14600001,14800000,1e-09,1.369723892364,28506.110915,1847,0.00319367,2492,0.00437589
14800001,15000000,1e-09,0.8305208935545,26480.188615,1548,0.00289822,1354,0.00258133
15000001,15200000,1.5e-08,0.469052574344,38739.0134,2370,0.00421978,1089,0.001939
15200001,15400000,1.5e-08,0.581429967666,32843.67731,2109,0.00377133,1256,0.00227489
15400001,15600000,1.5e-08,0.8876970890705,38126.01902,2323,0.00418089,2173,0.003861
15600001,15800000,1.5e-08,0.7219471094465,34473.878415,2282,0.00406033,1555,0.00278133
15800001,16000000,1.5e-08,0.4257663429645,37895.06516,2321,0.00419811,994,0.001736
16000001,16200000,1.5e-08,0.4196956,36192.929065,2239,0.00409233,935,0.00168611
16200001,16400000,1.5e-08,0.4196956,35623.72072,2287,0.00405411,917,0.00160856
16400001,16600000,1.5e-08,0.1548829674675,36424.88176,2227,0.00397867,357,0.000684333
16600001,16800000,1.5e-08,1.241672955863,37702.93588,2492,0.00436933,2971,0.00515433
16800001,17000000,1.5e-08,1.177378806938,40848.386155,2328,0.00424178,2925,0.00534478
17000001,17200000,1.5e-08,0.9017381,37388.095565,2359,0.00413967,2155,0.00383044
17200001,17400000,1.5e-08,0.895441072482,35990.77698,2176,0.00379733,2079,0.00360189
17400001,17600000,1.5e-08,0.608859554962,37289.625065,2397,0.00426989,1462,0.00264267
17600001,17800000,1.5e-08,0.932886895393,36121.726755,2301,0.00404878,2082,0.003833
17800001,18000000,1.5e-08,0.743820691388,35999.69436,2314,0.00418633,1782,0.00318111
18000001,18200000,1.5e-08,0.6696898419865,36039.45492,2323,0.00410389,1554,0.00272289
18200001,18400000,1.5e-08,0.323299156018,36262.57551,2160,0.00389756,710,0.00126644
18400001,18600000,1.5e-08,0.526763970316,36539.12966,2206,0.00401767,1172,0.00216767
18600001,18800000,1.5e-08,0.8925509609635,35458.24575,2199,0.003861,2061,0.00362189
18800001,19000000,1.5e-08,1.2407503293745,35979.87033,2332,0.00411278,2793,0.00494344
19000001,19200000,1.5e-08,0.7360055728755,37067.419365,2365,0.00416311,1759,0.00302511
19200001,19400000,1.5e-08,0.695891671815,34318.241185,2274,0.00389067,1591,0.002748
19400001,19600000,1.5e-08,1.925216406806,35372.184945,2219,0.00395622,4246,0.00757578
19600001,19800000,1.5e-08,1.5837012893775,39996.43074,2385,0.00431678,3855,0.006987
19800001,20000000,1.5e-08,1.447302942022,38510.486845,2430,0.00441867,3585,0.006459
20000001,20200000,1e-09,0.5919356,30465.59944,2107,0.00359789,1269,0.00215867
20200001,20400000,1e-09,0.8971153453345,39341.283885,2404,0.00422567,2299,0.00406478
20400001,20600000,1e-09,1.011026874457,35320.45004,2334,0.00407889,2363,0.00427556
20600001,20800000,1e-09,1.437674405746,34754.64655,2388,0.003793,3484,0.005483
20800001,21000000,1e-09,0.6181905137615,37929.19483,2505,0.00414411,1598,0.00286467
21000001,21200000,1e-09,1.975137671285,35587.187665,2300,0.00415967,4449,0.00812533
21200001,21400000,1e-09,0.7439128915785,26959.698105,1783,0.00321244,1277,0.00220889
21400001,21600000,1e-09,0.7222897516625,37536.05578,2182,0.00400856,1576,0.00279878
21600001,21800000,1e-09,0.729082121015,23026.36977,1546,0.00266589,1108,0.00188511
21800001,22000000,1e-09,0.657419651916,33167.31536,2161,0.00388433,1378,0.00250178
22000001,22200000,1e-09,0.6376954503105,37666.382065,2429,0.00410011,1443,0.002478
22200001,22400000,1e-09,0.775118387802,33764.19938,2104,0.00370567,1624,0.00292333
22400001,22600000,1e-09,0.712983429076,40172.15155,2629,0.00440511,1744,0.00301367
22600001,22800000,1e-09,1.3903393199015,25795.34815,1709,0.00268844,2437,0.00386267
22800001,23000000,1e-09,0.4703734330925,34062.39391,2357,0.00392822,991,0.001724
23000001,23200000,1e-09,0.885954013241,31702.378415,2196,0.00390956,1700,0.00307367
23200001,23400000,1e-09,0.6921492999205,31014.60273,2068,0.00323189,1344,0.00209789
23400001,23600000,1e-09,0.993008984775,35340.17978,2108,0.00386589,2288,0.00418911
23600001,23800000,1e-09,0.9985692945855,40535.47286,2554,0.00485578,2597,0.00497011
23800001,24000000,1e-09,1.0417743536465,35379.601705,2360,0.00413367,2443,0.00429456
