Start,Stop,RecRate,MutRate,AverageTmrca,NbVariants.Homogeneous,Pi.Homogeneous,NbVariants.NonHomogeneous,Pi.NonHomogeneous
1,1000000,12.4738028236364,0.795020773888889,17658.766901,7105,0.00233831,5643,0.00185311
1000001,2000000,27.1687243833333,1.03025923333333,32023.232503,11359,0.00397669,14466,0.00507976
2000001,3000000,28.8301211975,1.31416023333333,30377.792204,11298,0.00388189,14300,0.00503787
3000001,4000000,41.6326495933333,0.868708592857143,31891.166828,11429,0.00394062,14482,0.00504607
4000001,5000000,54.1419903158333,1.28123583333333,31696.260945,11627,0.00404378,16741,0.00585633
5000001,6000000,34.3029577633333,0.821695123529412,30988.304935,11363,0.0039046,9208,0.00313462
6000001,7000000,34.7916038875,1.02545252727273,29613.303293,11474,0.00390571,9791,0.00333958
7000001,8000000,36.7461883758333,0.808397253333333,30612.467057,10934,0.00375809,7759,0.00264293
8000001,9000000,38.309855965,0.7231038875,31000.439822,11931,0.00409322,8980,0.00304729
9000001,10000000,33.7165824183333,1.34090943846154,30737.817997,11009,0.00380344,13481,0.00471836
10000001,11000000,43.5872340816667,1.38035375882353,31488.60237,11967,0.00409067,15299,0.00527036
11000001,12000000,21.1095124691667,1.34010856,31804.967275,11451,0.00395602,17614,0.00609584
12000001,13000000,35.671166905,1.15827706,31623.471669,11406,0.00393524,12978,0.00448602
13000001,14000000,24.6277645475,1.052703282,29011.220265,10834,0.0036536,9105,0.00307456
14000001,15000000,22.0868047141667,1.13201126666667,31236.031933,10686,0.00368771,10541,0.00365687
15000001,16000000,12.9002576208333,0.85732375,28127.617741,10151,0.00345378,8215,0.00279144
16000001,17000000,25.99597369,1.26413372,29749.254115,10752,0.00371571,15868,0.00551907
17000001,18000000,15.3434882308333,1.15135194444444,26506.0243,9369,0.00320907,7472,0.00256909
18000001,19000000,5.863753465,1.06192917,19014.822295,7387,0.00242891,6732,0.00220187
19000001,20000000,3.32279362916667,1.25442815,16025.035614,6781,0.00219449,5442,0.00175138
20000001,21000000,5.179648895,1.2703496375,14791.047144,6242,0.00199744,6356,0.00202478
21000001,22000000,3.81143975166667,0.84917254,7977.493849,4177,0.00128229,4276,0.00132591
22000001,23000000,6.25467036166667,1.14232,15364.373112,6425,0.00206249,6567,0.00211093
