Start,Stop,AverageTmrca
0,200000,3911.000000
200000,400000,10283.189980
400000,600000,21818.871700
600000,800000,27777.386210
800000,1000000,29483.897405
1000000,1200000,30736.766495
1200000,1400000,31727.504825
1400000,1600000,35098.639200
1600000,1800000,31178.420985
1800000,2000000,32609.349530
2000000,2200000,29575.336035
2200000,2400000,28245.008460
2400000,2600000,31187.535275
2600000,2800000,34049.427265
2800000,3000000,27248.752480
3000000,3200000,27701.005865
3200000,3400000,30751.198455
3400000,3600000,34203.253965
3600000,3800000,30643.739110
3800000,4000000,34696.131865
4000000,4200000,34687.016985
4200000,4400000,34164.469175
4400000,4600000,28193.875755
4600000,4800000,32477.687530
4800000,5000000,32994.758535
5000000,5200000,31166.193575
5200000,5400000,29941.755830
5400000,5600000,32529.525370
5600000,5800000,29229.117035
5800000,6000000,28434.496795
6000000,6200000,30003.439575
6200000,6400000,33353.814400
6400000,6600000,32403.187970
6600000,6800000,29750.147955
6800000,7000000,27852.308405
7000000,7200000,34527.915085
7200000,7400000,33858.617730
7400000,7600000,30565.310615
7600000,7800000,29058.182480
7800000,8000000,30546.149675
8000000,8200000,31919.076775
8200000,8400000,29517.518840
8400000,8600000,30203.761725
8600000,8800000,30437.325730
8800000,9000000,32942.196180
9000000,9200000,31906.390210
9200000,9400000,23301.544690
9400000,9600000,30600.671000
9600000,9800000,31571.577380
9800000,10000000,29582.130760
10000000,10200000,34312.715855
10200000,10400000,30510.658610
10400000,10600000,31562.628790
10600000,10800000,31881.382130
10800000,11000000,30830.894165
11000000,11200000,31960.138245
11200000,11400000,33427.713200
11400000,11600000,29569.994365
11600000,11800000,31038.046585
11800000,12000000,32278.737600
12000000,12200000,30690.776380
12200000,12400000,35618.649460
12400000,12600000,33158.756360
12600000,12800000,33410.275435
12800000,13000000,30021.772120
13000000,13200000,32528.232325
13200000,13400000,22041.511285
13400000,13600000,30029.559170
13600000,13800000,32608.795710
13800000,14000000,30485.448070
14000000,14200000,32234.138455
14200000,14400000,30421.572990
14400000,14600000,34552.887185
14600000,14800000,32021.606015
14800000,15000000,33373.474905
15000000,15200000,27867.082155
15200000,15400000,34776.770540
15400000,15600000,30201.428055
15600000,15800000,27918.817455
15800000,16000000,22546.602145
16000000,16200000,26602.144645
16200000,16400000,29846.307140
16400000,16600000,35062.164310
16600000,16800000,32843.019985
16800000,17000000,28999.428015
17000000,17200000,32427.660365
17200000,17400000,31790.983950
17400000,17600000,19938.035755
17600000,17800000,19651.659420
17800000,18000000,31262.921080
18000000,18200000,24052.733055
18200000,18400000,18387.157840
18400000,18600000,16961.899415
18600000,18800000,15791.056850
18800000,19000000,20676.878695
19000000,19200000,11185.950800
19200000,19400000,12023.460290
19400000,19600000,11228.703380
19600000,19800000,9119.011300
19800000,20000000,23726.186960
20000000,20200000,14088.084740
20200000,20400000,5735.092495
20400000,20600000,19533.290825
20600000,20800000,15616.657640
20800000,21000000,16825.627360
21000000,21200000,18429.489600
21200000,21400000,9281.574500
21400000,21600000,5362.688020
21600000,21800000,6868.000000
21800000,22000000,6868.000000
22000000,22200000,5752.549240
22200000,22400000,27337.685785
22400000,22600000,15753.433330
22600000,22800000,7040.000000
22800000,23000000,12149.185830
23000000,23200000,7130.000000
23200000,23400000,7130.000000
23400000,23510001,7130.000000
