Start,Stop,AverageTmrca
0,1000000,21240.867299
1000000,2000000,31530.467796
2000000,3000000,29876.887064
3000000,4000000,31532.535407
4000000,5000000,32137.039996
5000000,6000000,31261.870791
6000000,7000000,29519.346995
7000000,8000000,32621.258019
8000000,9000000,30980.862913
9000000,10000000,29452.252252
10000000,11000000,30879.160421
11000000,12000000,30525.058486
12000000,13000000,31723.124639
13000000,14000000,29371.939569
14000000,15000000,32166.514863
15000000,16000000,27492.947114
16000000,17000000,30210.692964
17000000,18000000,26011.602339
18000000,19000000,21362.165962
19000000,20000000,16455.094434
20000000,21000000,15493.529202
21000000,22000000,5861.487551
22000000,23000000,14645.842977
23000000,23510001,7494.000000
