Start,Stop,AverageTmrca
0,1000000,16823.265811
1000000,2000000,31978.873628
2000000,3000000,29261.397138
3000000,4000000,31716.464242
4000000,5000000,32408.683173
5000000,6000000,30767.357001
6000000,7000000,29813.906261
7000000,8000000,31044.102841
8000000,9000000,31262.203086
9000000,10000000,29743.940348
10000000,11000000,31858.981212
11000000,12000000,29642.905347
12000000,13000000,32077.310914
13000000,14000000,29737.913217
14000000,15000000,31099.590718
15000000,16000000,28463.517189
16000000,17000000,30779.400709
17000000,18000000,26672.908999
18000000,19000000,19437.330198
19000000,20000000,14726.119011
20000000,21000000,16327.816875
21000000,22000000,7716.604296
22000000,23000000,16083.130613
23000000,23510001,8801.000000
