Start,Stop,AverageTmrca
0,1000000,18988.849866
1000000,2000000,31217.962563
2000000,3000000,30482.630636
3000000,4000000,31971.388106
4000000,5000000,31945.523827
5000000,6000000,30480.358809
6000000,7000000,30087.130493
7000000,8000000,31590.609269
8000000,9000000,31364.001663
9000000,10000000,30175.918581
10000000,11000000,31597.113596
11000000,12000000,30836.346042
12000000,13000000,32432.571740
13000000,14000000,29215.320902
14000000,15000000,32129.773443
15000000,16000000,28561.707174
16000000,17000000,29640.286893
17000000,18000000,25360.741325
18000000,19000000,19403.888279
19000000,20000000,15922.477400
20000000,21000000,16685.959462
21000000,22000000,8140.611866
22000000,23000000,13964.237157
23000000,23510001,5907.000000
